sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Florence County,2020-04-03,-73.0,,,,,
Fond du Lac County,2020-02-15,9.0,7.0,0.0,,3.0,-2.0
Fond du Lac County,2020-02-16,12.0,5.0,47.0,,-1.0,-2.0
Fond du Lac County,2020-02-17,-5.0,-4.0,-11.0,1.0,-6.0,3.0
Fond du Lac County,2020-02-18,1.0,1.0,-2.0,5.0,0.0,0.0
Fond du Lac County,2020-02-19,1.0,-1.0,-18.0,12.0,1.0,0.0
Fond du Lac County,2020-02-20,3.0,-2.0,,8.0,0.0,0.0
Fond du Lac County,2020-02-21,2.0,0.0,0.0,1.0,0.0,0.0
Fond du Lac County,2020-02-22,13.0,10.0,21.0,,2.0,-3.0
Fond du Lac County,2020-02-23,13.0,8.0,41.0,,3.0,-2.0
Fond du Lac County,2020-02-24,4.0,7.0,,6.0,3.0,0.0
Fond du Lac County,2020-02-25,2.0,-1.0,-14.0,8.0,1.0,0.0
Fond du Lac County,2020-02-26,5.0,-2.0,-13.0,3.0,1.0,-1.0
Fond du Lac County,2020-02-27,3.0,3.0,,5.0,0.0,-1.0
Fond du Lac County,2020-02-28,3.0,1.0,-16.0,9.0,-2.0,0.0
Fond du Lac County,2020-02-29,11.0,8.0,11.0,,2.0,-3.0
Fond du Lac County,2020-03-01,16.0,8.0,39.0,,3.0,-2.0
Fond du Lac County,2020-03-02,6.0,2.0,-7.0,9.0,2.0,-1.0
Fond du Lac County,2020-03-03,9.0,4.0,,5.0,-2.0,0.0
Fond du Lac County,2020-03-04,8.0,3.0,-7.0,-1.0,2.0,-1.0
Fond du Lac County,2020-03-05,5.0,2.0,,5.0,-1.0,0.0
Fond du Lac County,2020-03-06,5.0,6.0,13.0,7.0,1.0,0.0
Fond du Lac County,2020-03-07,13.0,13.0,23.0,,5.0,-3.0
Fond du Lac County,2020-03-08,15.0,10.0,73.0,,2.0,-2.0
Fond du Lac County,2020-03-09,2.0,-4.0,-16.0,-6.0,2.0,1.0
Fond du Lac County,2020-03-10,8.0,4.0,,2.0,1.0,-1.0
Fond du Lac County,2020-03-11,3.0,3.0,-2.0,0.0,0.0,0.0
Fond du Lac County,2020-03-12,5.0,20.0,,5.0,-1.0,1.0
Fond du Lac County,2020-03-13,-1.0,20.0,-5.0,-1.0,-2.0,2.0
Fond du Lac County,2020-03-14,-7.0,17.0,-18.0,,3.0,2.0
Fond du Lac County,2020-03-15,-9.0,-4.0,28.0,,-3.0,3.0
Fond du Lac County,2020-03-16,-11.0,3.0,2.0,3.0,-7.0,4.0
Fond du Lac County,2020-03-17,-21.0,3.0,,3.0,-16.0,8.0
Fond du Lac County,2020-03-18,-39.0,-11.0,-13.0,-9.0,-22.0,12.0
Fond du Lac County,2020-03-19,-40.0,-11.0,,-11.0,-24.0,13.0
Fond du Lac County,2020-03-20,-40.0,-2.0,0.0,-9.0,-25.0,16.0
Fond du Lac County,2020-03-21,-45.0,-10.0,42.0,,-15.0,10.0
Fond du Lac County,2020-03-22,-49.0,-29.0,36.0,,-27.0,10.0
Fond du Lac County,2020-03-23,-33.0,-9.0,,-1.0,-32.0,14.0
Fond du Lac County,2020-03-24,-46.0,-24.0,,-11.0,-36.0,17.0
Fond du Lac County,2020-03-25,-53.0,-30.0,,-21.0,-38.0,19.0
Fond du Lac County,2020-03-26,-52.0,-29.0,,-15.0,-38.0,19.0
Fond du Lac County,2020-03-27,-47.0,-26.0,,-21.0,-38.0,21.0
Fond du Lac County,2020-03-28,-54.0,-29.0,-30.0,,-23.0,14.0
Fond du Lac County,2020-03-29,-54.0,-36.0,-12.0,,-31.0,12.0
Fond du Lac County,2020-03-30,-41.0,-27.0,,-15.0,-37.0,17.0
Fond du Lac County,2020-03-31,-45.0,-29.0,,-6.0,-38.0,18.0
Fond du Lac County,2020-04-01,-44.0,-24.0,,-6.0,-40.0,18.0
Fond du Lac County,2020-04-02,-41.0,-23.0,,-6.0,-39.0,18.0
Fond du Lac County,2020-04-03,-43.0,-23.0,,-16.0,-40.0,21.0
Fond du Lac County,2020-04-04,-48.0,-18.0,90.0,,-22.0,12.0
Fond du Lac County,2020-04-05,-45.0,-28.0,,,-32.0,9.0
Fond du Lac County,2020-04-06,-41.0,-24.0,,-15.0,-39.0,17.0
Fond du Lac County,2020-04-07,-40.0,-23.0,,-12.0,-40.0,17.0
Fond du Lac County,2020-04-08,-47.0,-27.0,,-21.0,-41.0,19.0
Fond du Lac County,2020-04-09,-44.0,-21.0,,-24.0,-44.0,20.0
Fond du Lac County,2020-04-10,-45.0,-20.0,,-19.0,-50.0,24.0
Fond du Lac County,2020-04-11,-44.0,-9.0,72.0,,-27.0,11.0
Fond du Lac County,2020-04-12,-75.0,-52.0,-21.0,,-44.0,
Fond du Lac County,2020-04-13,-42.0,-31.0,1.0,-23.0,-38.0,19.0
Fond du Lac County,2020-04-14,-43.0,-26.0,,-15.0,-39.0,19.0
Fond du Lac County,2020-04-15,-38.0,-23.0,,-10.0,-38.0,18.0
Fond du Lac County,2020-04-16,-37.0,-18.0,,-15.0,-39.0,18.0
Fond du Lac County,2020-04-17,-39.0,-22.0,52.0,-21.0,-40.0,20.0
Fond du Lac County,2020-04-18,-37.0,-16.0,74.0,,-27.0,11.0
Fond du Lac County,2020-04-19,-33.0,-26.0,100.0,,-27.0,8.0
Fond du Lac County,2020-04-20,-33.0,-25.0,,-6.0,-35.0,16.0
Fond du Lac County,2020-04-21,-32.0,-20.0,,-4.0,-37.0,17.0
Fond du Lac County,2020-04-22,-35.0,-21.0,,-19.0,-37.0,16.0
Fond du Lac County,2020-04-23,-39.0,-22.0,,-13.0,-38.0,18.0
Fond du Lac County,2020-04-24,-38.0,-20.0,,-21.0,-38.0,18.0
Fond du Lac County,2020-04-25,-36.0,-14.0,85.0,,-23.0,9.0
Fond du Lac County,2020-04-26,-27.0,-18.0,,,-27.0,6.0
Fond du Lac County,2020-04-27,-31.0,-18.0,,-13.0,-35.0,16.0
Fond du Lac County,2020-04-28,-29.0,-16.0,,-10.0,-36.0,11.0
Fond du Lac County,2020-04-29,-38.0,-21.0,0.0,-14.0,-36.0,18.0
Fond du Lac County,2020-04-30,-28.0,-9.0,,-7.0,-37.0,15.0
Fond du Lac County,2020-05-01,-30.0,-11.0,,-11.0,-38.0,15.0
Fond du Lac County,2020-05-02,-28.0,-1.0,,,-24.0,5.0
Fond du Lac County,2020-05-03,-20.0,-12.0,,,-27.0,4.0
Fond du Lac County,2020-05-04,-22.0,-11.0,,0.0,-32.0,13.0
Fond du Lac County,2020-05-05,-23.0,-6.0,,-5.0,-33.0,14.0
Fond du Lac County,2020-05-06,-26.0,-12.0,,-8.0,-34.0,13.0
Fond du Lac County,2020-05-07,-24.0,-6.0,,-5.0,-34.0,14.0
Fond du Lac County,2020-05-08,-31.0,-8.0,,-4.0,-34.0,16.0
Fond du Lac County,2020-05-09,-25.0,9.0,,,-22.0,6.0
Fond du Lac County,2020-05-10,-30.0,-9.0,12.0,,-26.0,7.0
Fond du Lac County,2020-05-11,-25.0,-14.0,,1.0,-31.0,13.0
Fond du Lac County,2020-05-12,-23.0,-9.0,,-7.0,-31.0,13.0
Fond du Lac County,2020-05-13,-22.0,-8.0,,2.0,-31.0,13.0
Fond du Lac County,2020-05-14,-21.0,-12.0,,-9.0,-33.0,14.0
Fond du Lac County,2020-05-15,-19.0,-10.0,,-5.0,-33.0,12.0
Fond du Lac County,2020-05-16,-17.0,-1.0,,,-17.0,4.0
Fond du Lac County,2020-05-17,-36.0,-26.0,-20.0,,-23.0,8.0
Fond du Lac County,2020-05-18,-15.0,-12.0,,-15.0,-29.0,13.0
Fond du Lac County,2020-05-19,-13.0,-5.0,,-12.0,-30.0,12.0
Fond du Lac County,2020-05-20,-7.0,-2.0,,0.0,-29.0,10.0
Fond du Lac County,2020-05-21,-4.0,4.0,,-3.0,-31.0,10.0
Fond du Lac County,2020-05-22,-14.0,0.0,,1.0,-35.0,11.0
Fond du Lac County,2020-05-23,-15.0,2.0,,,-14.0,3.0
Fond du Lac County,2020-05-24,-4.0,0.0,,,-19.0,0.0
Fond du Lac County,2020-05-25,5.0,-3.0,,-44.0,-76.0,18.0
Fond du Lac County,2020-05-26,-3.0,-5.0,,2.0,-28.0,10.0
Fond du Lac County,2020-05-27,-2.0,-4.0,,2.0,-26.0,9.0
Fond du Lac County,2020-05-28,-13.0,-10.0,,-13.0,-28.0,13.0
Fond du Lac County,2020-05-29,-10.0,-4.0,,8.0,-27.0,11.0
Fond du Lac County,2020-05-30,-10.0,5.0,,,-1.0,2.0
Fond du Lac County,2020-05-31,1.0,0.0,,,-8.0,1.0
Fond du Lac County,2020-06-01,0.0,-1.0,,-2.0,-23.0,8.0
Fond du Lac County,2020-06-02,-1.0,-2.0,,-6.0,-25.0,8.0
Fond du Lac County,2020-06-03,2.0,1.0,,-6.0,-25.0,7.0
Fond du Lac County,2020-06-04,5.0,5.0,,1.0,-25.0,7.0
Fond du Lac County,2020-06-05,-5.0,-1.0,,-11.0,-26.0,8.0
Fond du Lac County,2020-06-06,-4.0,4.0,,,-2.0,-1.0
Fond du Lac County,2020-06-07,5.0,-5.0,,,-6.0,-1.0
Fond du Lac County,2020-06-08,7.0,-4.0,,-7.0,-24.0,6.0
Fond du Lac County,2020-06-09,-4.0,-5.0,,-11.0,-25.0,9.0
Fond du Lac County,2020-06-10,-8.0,-10.0,,-2.0,-25.0,9.0
Fond du Lac County,2020-06-11,5.0,3.0,,-2.0,-25.0,7.0
Fond du Lac County,2020-06-12,-3.0,1.0,,1.0,-26.0,7.0
Fond du Lac County,2020-06-13,-2.0,6.0,,,-1.0,0.0
Fond du Lac County,2020-06-14,5.0,0.0,,,-5.0,-1.0
Fond du Lac County,2020-06-15,4.0,-1.0,,-2.0,-24.0,6.0
Fond du Lac County,2020-06-16,6.0,1.0,,2.0,-24.0,6.0
Fond du Lac County,2020-06-17,5.0,1.0,,-6.0,-25.0,6.0
Fond du Lac County,2020-06-18,6.0,5.0,,2.0,-26.0,6.0
Fond du Lac County,2020-06-19,-3.0,4.0,,3.0,-29.0,6.0
Fond du Lac County,2020-06-20,-5.0,10.0,,,-2.0,1.0
Fond du Lac County,2020-06-21,4.0,7.0,,,-4.0,-3.0
Fond du Lac County,2020-06-22,-1.0,-7.0,,3.0,-27.0,8.0
Fond du Lac County,2020-06-23,3.0,-3.0,,3.0,-27.0,7.0
Fond du Lac County,2020-06-24,1.0,-4.0,,1.0,-25.0,7.0
Fond du Lac County,2020-06-25,6.0,1.0,,0.0,-24.0,5.0
Fond du Lac County,2020-06-26,-9.0,0.0,,-3.0,-28.0,9.0
Fond du Lac County,2020-06-27,0.0,12.0,,,-1.0,-2.0
Fond du Lac County,2020-06-28,8.0,1.0,,,-5.0,-3.0
Fond du Lac County,2020-06-29,6.0,-3.0,,0.0,-29.0,8.0
Fond du Lac County,2020-06-30,10.0,4.0,,-1.0,-29.0,7.0
Fond du Lac County,2020-07-01,11.0,10.0,,2.0,-31.0,6.0
Fond du Lac County,2020-07-02,18.0,17.0,,-8.0,-35.0,6.0
Fond du Lac County,2020-07-03,-1.0,15.0,,-39.0,-56.0,11.0
Fond du Lac County,2020-07-04,-30.0,4.0,,,-23.0,-2.0
Fond du Lac County,2020-07-05,0.0,-5.0,,,-10.0,-2.0
Fond du Lac County,2020-07-06,8.0,-2.0,,-8.0,-32.0,7.0
Fond du Lac County,2020-07-07,1.0,-3.0,,-5.0,-28.0,9.0
Fond du Lac County,2020-07-08,5.0,1.0,,3.0,-26.0,7.0
Fond du Lac County,2020-07-09,-1.0,-1.0,,-3.0,-28.0,8.0
Fond du Lac County,2020-07-10,-2.0,4.0,,-2.0,-28.0,7.0
Fond du Lac County,2020-07-11,-3.0,6.0,,,1.0,-2.0
Fond du Lac County,2020-07-12,8.0,4.0,,,-4.0,-2.0
Fond du Lac County,2020-07-13,11.0,-1.0,,9.0,-25.0,5.0
Fond du Lac County,2020-07-14,3.0,0.0,,-3.0,-26.0,6.0
Fond du Lac County,2020-07-15,0.0,-2.0,,-4.0,-26.0,9.0
Fond du Lac County,2020-07-16,10.0,7.0,,-9.0,-26.0,5.0
Fond du Lac County,2020-07-17,1.0,2.0,,-1.0,-28.0,6.0
Fond du Lac County,2020-07-18,-6.0,5.0,,,0.0,0.0
Fond du Lac County,2020-07-19,6.0,0.0,,,-3.0,-2.0
Fond du Lac County,2020-07-20,8.0,1.0,,-3.0,-25.0,6.0
Fond du Lac County,2020-07-21,5.0,0.0,,-8.0,-26.0,7.0
Fond du Lac County,2020-07-22,5.0,3.0,,-9.0,-25.0,6.0
Fond du Lac County,2020-07-23,6.0,3.0,,-3.0,-25.0,5.0
Fond du Lac County,2020-07-24,-4.0,5.0,,8.0,-27.0,6.0
Fond du Lac County,2020-07-25,-6.0,7.0,,,-2.0,-2.0
Fond du Lac County,2020-07-26,-3.0,-5.0,,,-7.0,0.0
Fond du Lac County,2020-07-27,5.0,-1.0,,-14.0,-24.0,5.0
Fond du Lac County,2020-07-28,3.0,-5.0,,-8.0,-26.0,7.0
Fond du Lac County,2020-07-29,4.0,0.0,,-2.0,-25.0,6.0
Fond du Lac County,2020-07-30,10.0,7.0,,3.0,-25.0,5.0
Fond du Lac County,2020-07-31,0.0,6.0,,2.0,-27.0,5.0
Fond du Lac County,2020-08-01,-7.0,6.0,,,2.0,-2.0
Fond du Lac County,2020-08-02,1.0,1.0,,,-2.0,-1.0
Fond du Lac County,2020-08-03,6.0,3.0,,-4.0,-25.0,6.0
Fond du Lac County,2020-08-04,5.0,2.0,,-3.0,-25.0,6.0
Fond du Lac County,2020-08-05,2.0,1.0,,-6.0,-26.0,5.0
Fond du Lac County,2020-08-06,3.0,6.0,,-7.0,-25.0,5.0
Fond du Lac County,2020-08-07,-4.0,3.0,,-12.0,-28.0,5.0
Fond du Lac County,2020-08-08,-5.0,4.0,,,0.0,-1.0
Fond du Lac County,2020-08-09,4.0,0.0,,,-5.0,-1.0
Fond du Lac County,2020-08-10,-2.0,-3.0,,-12.0,-25.0,7.0
Fond du Lac County,2020-08-11,3.0,3.0,,-3.0,-26.0,5.0
Fond du Lac County,2020-08-12,1.0,2.0,,-10.0,-26.0,5.0
Fond du Lac County,2020-08-13,6.0,5.0,,-8.0,-26.0,5.0
Fond du Lac County,2020-08-14,-2.0,4.0,,-2.0,-28.0,5.0
Fond du Lac County,2020-08-15,-6.0,8.0,,,3.0,-2.0
Fond du Lac County,2020-08-16,4.0,8.0,,,-1.0,-3.0
Fond du Lac County,2020-08-17,,,,,-25.0,5.0
Fond du Lac County,2020-08-18,,,,,-23.0,5.0
Fond du Lac County,2020-08-19,,,,,-24.0,5.0
Fond du Lac County,2020-08-20,,,,,-24.0,5.0
Fond du Lac County,2020-08-21,-3.0,1.0,,,-25.0,5.0
Fond du Lac County,2020-08-22,-5.0,,,,,-2.0
Fond du Lac County,2020-08-23,,,,,,-2.0
Fond du Lac County,2020-08-24,,,,,-23.0,5.0
Fond du Lac County,2020-08-25,,,,,-24.0,7.0
Fond du Lac County,2020-08-26,,,,,-22.0,5.0
Fond du Lac County,2020-08-27,,,,,-23.0,6.0
Fond du Lac County,2020-08-28,-10.0,-2.0,,,-24.0,8.0
Fond du Lac County,2020-08-29,-1.0,,,,,-2.0
Fond du Lac County,2020-08-30,,,,,,-2.0
Fond du Lac County,2020-08-31,,,,,-21.0,5.0
Fond du Lac County,2020-09-01,,,,,-22.0,5.0
Fond du Lac County,2020-09-02,,,,,-21.0,4.0
Fond du Lac County,2020-09-03,,,,,-22.0,4.0
Fond du Lac County,2020-09-04,-5.0,,,,-26.0,3.0
Fond du Lac County,2020-09-05,-9.0,,,,,-3.0
Fond du Lac County,2020-09-06,,,,,,-2.0
Fond du Lac County,2020-09-07,,,,,-72.0,15.0
Fond du Lac County,2020-09-08,,,,,-23.0,7.0
Fond du Lac County,2020-09-09,,,,,-21.0,6.0
Fond du Lac County,2020-09-10,,,,,-21.0,5.0
Fond du Lac County,2020-09-11,-11.0,-3.0,,-3.0,-21.0,3.0
Fond du Lac County,2020-09-12,-8.0,5.0,,,4.0,-1.0
Fond du Lac County,2020-09-13,-3.0,0.0,,,3.0,-2.0
Fond du Lac County,2020-09-14,-2.0,-3.0,,1.0,-18.0,3.0
Fond du Lac County,2020-09-15,-1.0,0.0,,-3.0,-18.0,4.0
Fond du Lac County,2020-09-16,-3.0,-6.0,,-11.0,-20.0,3.0
Fond du Lac County,2020-09-17,-2.0,0.0,,-18.0,-19.0,3.0
Fond du Lac County,2020-09-18,-6.0,2.0,,-12.0,-19.0,3.0
Fond du Lac County,2020-09-19,-3.0,11.0,,,8.0,-3.0
Fond du Lac County,2020-09-20,-5.0,6.0,,,4.0,-3.0
Fond du Lac County,2020-09-21,-2.0,1.0,,-1.0,-19.0,4.0
Fond du Lac County,2020-09-22,-4.0,-1.0,,0.0,-19.0,5.0
Fond du Lac County,2020-09-23,-5.0,-1.0,,-8.0,-19.0,5.0
Fond du Lac County,2020-09-24,-4.0,1.0,,-1.0,-18.0,5.0
Fond du Lac County,2020-09-25,-9.0,0.0,,-3.0,-18.0,4.0
Fond du Lac County,2020-09-26,-8.0,9.0,,,6.0,-2.0
Fond du Lac County,2020-09-27,-10.0,1.0,,,2.0,0.0
Fond du Lac County,2020-09-28,-7.0,-6.0,,-2.0,-17.0,6.0
Fond du Lac County,2020-09-29,-9.0,1.0,,-14.0,-17.0,5.0
Fond du Lac County,2020-09-30,-9.0,-7.0,,-8.0,-19.0,6.0
Fond du Lac County,2020-10-01,-4.0,1.0,,-13.0,-17.0,5.0
Fond du Lac County,2020-10-02,-13.0,-2.0,,-5.0,-18.0,4.0
Fond du Lac County,2020-10-03,-12.0,4.0,93.0,,6.0,0.0
Fond du Lac County,2020-10-04,-3.0,2.0,,,-2.0,-1.0
Fond du Lac County,2020-10-05,-7.0,-1.0,,-8.0,-18.0,4.0
Fond du Lac County,2020-10-06,-8.0,-4.0,,-8.0,-18.0,5.0
Fond du Lac County,2020-10-07,-9.0,-3.0,,-8.0,-18.0,5.0
Fond du Lac County,2020-10-08,-7.0,2.0,,-10.0,-18.0,5.0
Fond du Lac County,2020-10-09,-12.0,0.0,,-3.0,-19.0,5.0
Fond du Lac County,2020-10-10,-7.0,13.0,,,6.0,-2.0
Fond du Lac County,2020-10-11,-5.0,2.0,,,1.0,-1.0
Fond du Lac County,2020-10-12,-12.0,-7.0,,-4.0,-18.0,7.0
Fond du Lac County,2020-10-13,-10.0,-4.0,,-11.0,-17.0,6.0
Fond du Lac County,2020-10-14,-11.0,-4.0,,-3.0,-18.0,6.0
Fond du Lac County,2020-10-15,-8.0,-1.0,,-17.0,-17.0,6.0
Fond du Lac County,2020-10-16,-15.0,-2.0,,-13.0,-19.0,7.0
Fond du Lac County,2020-10-17,-11.0,7.0,99.0,,8.0,2.0
Fond du Lac County,2020-10-18,-14.0,-1.0,83.0,,-2.0,1.0
Fond du Lac County,2020-10-19,-12.0,-6.0,,-6.0,-17.0,6.0
Fond du Lac County,2020-10-20,-14.0,-7.0,,-18.0,-18.0,8.0
Fond du Lac County,2020-10-21,-12.0,-6.0,,-3.0,-19.0,7.0
Fond du Lac County,2020-10-22,-16.0,-9.0,,-19.0,-17.0,8.0
Fond du Lac County,2020-10-23,-15.0,-9.0,,-15.0,-20.0,9.0
Fond du Lac County,2020-10-24,-16.0,-1.0,97.0,,10.0,1.0
Fond du Lac County,2020-10-25,-19.0,-11.0,60.0,,-2.0,3.0
Fond du Lac County,2020-10-26,-10.0,-9.0,,-3.0,-17.0,6.0
Fond du Lac County,2020-10-27,-10.0,-6.0,,-8.0,-18.0,7.0
Fond du Lac County,2020-10-28,-11.0,-8.0,,-10.0,-19.0,7.0
Fond du Lac County,2020-10-29,-11.0,-6.0,,-17.0,-19.0,7.0
Fond du Lac County,2020-10-30,-15.0,-5.0,,-4.0,-20.0,8.0
Fond du Lac County,2020-10-31,-14.0,4.0,123.0,,5.0,1.0
Fond du Lac County,2020-11-01,-20.0,-11.0,20.0,,1.0,3.0
Fond du Lac County,2020-11-02,-13.0,-7.0,,-15.0,-17.0,7.0
Fond du Lac County,2020-11-03,-1.0,-2.0,,-10.0,-19.0,6.0
Fond du Lac County,2020-11-04,-15.0,-11.0,,-6.0,-20.0,8.0
Fond du Lac County,2020-11-05,-12.0,-6.0,,-19.0,-18.0,7.0
Fond du Lac County,2020-11-06,-17.0,-10.0,,-11.0,-21.0,9.0
Fond du Lac County,2020-11-07,-14.0,-2.0,,,4.0,1.0
Fond du Lac County,2020-11-08,-9.0,-6.0,,,-2.0,1.0
Fond du Lac County,2020-11-09,-13.0,-9.0,,-3.0,-19.0,7.0
Fond du Lac County,2020-11-10,-21.0,-16.0,,-17.0,-20.0,10.0
Fond du Lac County,2020-11-11,-11.0,-7.0,,-12.0,-20.0,8.0
Fond du Lac County,2020-11-12,-12.0,-9.0,,-15.0,-20.0,8.0
Fond du Lac County,2020-11-13,-19.0,-10.0,19.0,-18.0,-19.0,10.0
Fond du Lac County,2020-11-14,-15.0,-3.0,32.0,,8.0,3.0
Fond du Lac County,2020-11-15,-23.0,-16.0,-5.0,,-7.0,5.0
Forest County,2020-02-15,5.0,,,,,
Forest County,2020-02-17,,,,,-24.0,
Forest County,2020-02-18,-9.0,,,,-3.0,
Forest County,2020-02-19,-4.0,,,,4.0,
Forest County,2020-02-20,6.0,,,,3.0,
Forest County,2020-02-21,5.0,,,,2.0,
Forest County,2020-02-22,1.0,,,,,
Forest County,2020-02-24,,,,,-8.0,
Forest County,2020-02-25,-9.0,,,,3.0,
Forest County,2020-02-26,-7.0,,,,1.0,
Forest County,2020-02-27,-3.0,,,,0.0,
Forest County,2020-02-28,7.0,,,,2.0,
Forest County,2020-02-29,16.0,,,,,
Forest County,2020-03-02,,,,,-2.0,
Forest County,2020-03-03,-4.0,,,,-7.0,
Forest County,2020-03-04,4.0,,,,-1.0,
Forest County,2020-03-05,-13.0,,,,-3.0,
Forest County,2020-03-06,-7.0,,,,-9.0,
Forest County,2020-03-07,-35.0,,,,,
Forest County,2020-03-09,,,,,8.0,
Forest County,2020-03-10,4.0,,,,3.0,
Forest County,2020-03-11,-9.0,,,,0.0,
Forest County,2020-03-12,-8.0,,,,0.0,
Forest County,2020-03-13,-28.0,,,,-7.0,
Forest County,2020-03-14,-20.0,,,,,
Forest County,2020-03-16,,,,,-5.0,
Forest County,2020-03-17,-17.0,,,,-13.0,
Forest County,2020-03-18,-57.0,,,,-18.0,
Forest County,2020-03-19,-68.0,,,,-22.0,
Forest County,2020-03-20,-66.0,,,,-30.0,
Forest County,2020-03-21,-69.0,,,,,
Forest County,2020-03-23,-55.0,,,,-40.0,
Forest County,2020-03-24,-70.0,,,,-47.0,
Forest County,2020-03-25,,,,,-45.0,
Forest County,2020-03-26,-79.0,,,,-48.0,
Forest County,2020-03-27,-67.0,,,,-40.0,
Forest County,2020-03-28,-84.0,,,,,
Forest County,2020-03-30,-60.0,,,,-41.0,
Forest County,2020-03-31,-70.0,,,,-44.0,
Forest County,2020-04-01,-70.0,,,,-48.0,
Forest County,2020-04-02,-54.0,,,,-46.0,
Forest County,2020-04-03,-58.0,,,,-51.0,
Forest County,2020-04-04,-65.0,,,,,
Forest County,2020-04-06,,,,,-44.0,
Forest County,2020-04-07,,,,,-43.0,
Forest County,2020-04-08,,,,,-45.0,
Forest County,2020-04-09,,,,,-45.0,
Forest County,2020-04-10,,,,,-49.0,
Forest County,2020-04-13,,,,,-58.0,
Forest County,2020-04-14,,,,,-46.0,
Forest County,2020-04-15,,,,,-38.0,
Forest County,2020-04-16,,,,,-42.0,
Forest County,2020-04-17,,,,,-45.0,
Forest County,2020-04-20,,,,,-46.0,
Forest County,2020-04-21,,,,,-45.0,
Forest County,2020-04-22,,,,,-41.0,
Forest County,2020-04-23,,,,,-45.0,
Forest County,2020-04-24,,,,,-41.0,
Forest County,2020-04-27,,,,,-37.0,
Forest County,2020-04-28,,,,,-43.0,
Forest County,2020-04-29,,,,,-44.0,
Forest County,2020-04-30,,,,,-42.0,
Forest County,2020-05-01,,,,,-41.0,
Forest County,2020-05-04,,,,,-40.0,
Forest County,2020-05-05,,,,,-37.0,
Forest County,2020-05-06,,,,,-39.0,
Forest County,2020-05-07,,,,,-42.0,
Forest County,2020-05-08,,,,,-38.0,
Forest County,2020-05-11,,,,,-38.0,
Forest County,2020-05-12,,,,,-38.0,
Forest County,2020-05-13,,,,,-37.0,
Forest County,2020-05-14,,,,,-40.0,
Forest County,2020-05-15,,,,,-31.0,
Forest County,2020-05-18,,,,,-35.0,
Forest County,2020-05-19,,,,,-37.0,
Forest County,2020-05-20,,,,,-31.0,
Forest County,2020-05-21,,,,,-39.0,
Forest County,2020-05-22,,,,,-33.0,
Forest County,2020-05-25,,,,,-69.0,
Forest County,2020-05-26,,,,,-35.0,
Forest County,2020-05-27,,,,,-31.0,
Forest County,2020-05-28,,,,,-36.0,
Forest County,2020-05-29,,,,,-28.0,
Forest County,2020-06-01,,,,,-29.0,
Forest County,2020-06-02,,,,,-26.0,
Forest County,2020-06-03,,,,,-26.0,
Forest County,2020-06-04,,,,,-28.0,
Forest County,2020-06-05,,,,,-25.0,
Forest County,2020-06-08,,,,,-23.0,
Forest County,2020-06-09,,,,,-30.0,
Forest County,2020-06-10,,,,,-24.0,
Forest County,2020-06-11,,,,,-23.0,
Forest County,2020-06-12,,,,,-15.0,
Forest County,2020-06-15,,,,,-29.0,
Forest County,2020-06-16,,,,,-25.0,
Forest County,2020-06-17,,,,,-22.0,
Forest County,2020-06-18,,,,,-24.0,
Forest County,2020-06-19,,,,,-28.0,
Forest County,2020-06-22,,,,,-31.0,
Forest County,2020-06-23,,,,,-27.0,
Forest County,2020-06-24,,,,,-21.0,
Forest County,2020-06-25,,,,,-24.0,
Forest County,2020-06-26,,,,,-21.0,
Forest County,2020-06-29,,,,,-24.0,
Forest County,2020-06-30,,,,,-28.0,
Forest County,2020-07-01,,,,,-31.0,
Forest County,2020-07-02,,,,,-33.0,
Forest County,2020-07-03,,,,,-41.0,
Forest County,2020-07-06,,,,,-37.0,
Forest County,2020-07-07,,,,,-34.0,
Forest County,2020-07-08,,,,,-27.0,
Forest County,2020-07-09,,,,,-26.0,
Forest County,2020-07-10,,,,,-23.0,
Forest County,2020-07-13,,,,,-29.0,
Forest County,2020-07-14,,,,,-33.0,
Forest County,2020-07-15,,,,,-24.0,
Forest County,2020-07-16,,,,,-28.0,
Forest County,2020-07-17,,,,,-20.0,
Forest County,2020-07-20,,,,,-26.0,
Forest County,2020-07-21,,,,,-30.0,
Forest County,2020-07-22,,,,,-23.0,
Forest County,2020-07-23,,,,,-26.0,
Forest County,2020-07-24,,,,,-16.0,
Forest County,2020-07-27,,,,,-25.0,
Forest County,2020-07-28,,,,,-24.0,
Forest County,2020-07-29,,,,,-13.0,
Forest County,2020-07-30,,,,,-22.0,
Forest County,2020-07-31,,,,,-15.0,
Forest County,2020-08-03,,,,,-17.0,
Forest County,2020-08-04,,,,,-28.0,
Forest County,2020-08-05,,,,,-25.0,
Forest County,2020-08-06,,,,,-21.0,
Forest County,2020-08-07,,,,,-20.0,
Forest County,2020-08-10,,,,,-23.0,
Forest County,2020-08-11,,,,,-18.0,
Forest County,2020-08-12,,,,,-26.0,
Forest County,2020-08-13,,,,,-17.0,
Forest County,2020-08-14,,,,,-20.0,
Forest County,2020-09-11,,,,,-16.0,
Forest County,2020-09-14,,,,,-21.0,
Forest County,2020-09-15,,,,,-22.0,
Forest County,2020-09-16,,,,,-21.0,
