sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Barron County,2020-05-07,-13.0,16.0,,,-28.0,10.0
Barron County,2020-05-08,-18.0,18.0,,,-30.0,12.0
Barron County,2020-05-09,-18.0,24.0,,,-12.0,
Barron County,2020-05-10,-15.0,18.0,,,-26.0,
Barron County,2020-05-11,-17.0,9.0,,,-25.0,9.0
Barron County,2020-05-12,-8.0,14.0,,,-26.0,8.0
Barron County,2020-05-13,-6.0,11.0,,,-28.0,10.0
Barron County,2020-05-14,-5.0,11.0,,,-27.0,9.0
Barron County,2020-05-15,-9.0,16.0,,,-29.0,8.0
Barron County,2020-05-16,-5.0,15.0,,,-10.0,
Barron County,2020-05-17,1.0,14.0,,,-21.0,
Barron County,2020-05-18,3.0,14.0,,,-23.0,7.0
Barron County,2020-05-19,8.0,19.0,,,-23.0,7.0
Barron County,2020-05-20,19.0,30.0,,,-26.0,6.0
Barron County,2020-05-21,14.0,33.0,,,-25.0,6.0
Barron County,2020-05-22,10.0,37.0,,,-27.0,7.0
Barron County,2020-05-23,9.0,41.0,,,-12.0,
Barron County,2020-05-24,32.0,53.0,,,-19.0,
Barron County,2020-05-25,-3.0,24.0,,,-72.0,
Barron County,2020-05-26,8.0,19.0,,,-23.0,8.0
Barron County,2020-05-27,15.0,24.0,,,-23.0,9.0
Barron County,2020-05-28,11.0,20.0,,,-20.0,5.0
Barron County,2020-05-29,3.0,27.0,,,-20.0,7.0
Barron County,2020-05-30,13.0,42.0,,,3.0,
Barron County,2020-05-31,25.0,50.0,,,-7.0,
Barron County,2020-06-01,19.0,35.0,,,-19.0,4.0
Barron County,2020-06-02,9.0,21.0,,,-21.0,7.0
Barron County,2020-06-03,23.0,35.0,,,-19.0,4.0
Barron County,2020-06-04,21.0,36.0,,,-17.0,4.0
Barron County,2020-06-05,14.0,42.0,,,-20.0,3.0
Barron County,2020-06-06,13.0,49.0,,,1.0,
Barron County,2020-06-07,32.0,51.0,,,-6.0,
Barron County,2020-06-08,15.0,32.0,,,-18.0,4.0
Barron County,2020-06-09,13.0,24.0,,,-17.0,6.0
Barron County,2020-06-10,25.0,29.0,,,-20.0,6.0
Barron County,2020-06-11,20.0,31.0,,,-17.0,4.0
Barron County,2020-06-12,15.0,36.0,,,-21.0,3.0
Barron County,2020-06-13,18.0,47.0,,,9.0,
Barron County,2020-06-14,33.0,52.0,,,1.0,
Barron County,2020-06-15,22.0,33.0,,,-15.0,4.0
Barron County,2020-06-16,19.0,31.0,,,-19.0,4.0
Barron County,2020-06-17,25.0,33.0,,,-20.0,3.0
Barron County,2020-06-18,18.0,35.0,,,-20.0,4.0
Barron County,2020-06-19,16.0,43.0,,,-21.0,4.0
Barron County,2020-06-20,18.0,45.0,,,2.0,
Barron County,2020-06-21,26.0,53.0,,,1.0,
Barron County,2020-06-22,19.0,28.0,,,-18.0,4.0
Barron County,2020-06-23,19.0,29.0,,,-19.0,4.0
Barron County,2020-06-24,25.0,33.0,,,-19.0,3.0
Barron County,2020-06-25,24.0,47.0,,,-19.0,2.0
Barron County,2020-06-26,14.0,37.0,,,-19.0,4.0
Barron County,2020-06-27,14.0,46.0,,,4.0,
Barron County,2020-06-28,32.0,54.0,,,4.0,
Barron County,2020-06-29,23.0,31.0,,,-20.0,6.0
Barron County,2020-06-30,31.0,37.0,,,-19.0,3.0
Barron County,2020-07-01,39.0,50.0,,,-20.0,3.0
Barron County,2020-07-02,50.0,83.0,,,-27.0,2.0
Barron County,2020-07-03,34.0,67.0,,,-49.0,8.0
Barron County,2020-07-04,3.0,56.0,,,-13.0,
Barron County,2020-07-05,34.0,69.0,,,-4.0,
Barron County,2020-07-06,33.0,47.0,,,-20.0,5.0
Barron County,2020-07-07,22.0,33.0,,,-20.0,3.0
Barron County,2020-07-08,27.0,32.0,,,-19.0,4.0
Barron County,2020-07-09,24.0,46.0,,,-18.0,5.0
Barron County,2020-07-10,9.0,34.0,,,-20.0,3.0
Barron County,2020-07-11,11.0,44.0,,,10.0,
Barron County,2020-07-12,28.0,54.0,,,5.0,
Barron County,2020-07-13,18.0,31.0,,,-17.0,3.0
Barron County,2020-07-14,17.0,27.0,,,-21.0,7.0
Barron County,2020-07-15,20.0,34.0,,,-20.0,3.0
Barron County,2020-07-16,19.0,45.0,,,-18.0,3.0
Barron County,2020-07-17,12.0,39.0,,,-21.0,4.0
Barron County,2020-07-18,8.0,42.0,,,3.0,
Barron County,2020-07-19,28.0,63.0,,,3.0,
Barron County,2020-07-20,13.0,36.0,,,-18.0,3.0
Barron County,2020-07-21,12.0,23.0,,,-20.0,6.0
Barron County,2020-07-22,18.0,36.0,,,-18.0,4.0
Barron County,2020-07-23,16.0,46.0,,,-17.0,3.0
Barron County,2020-07-24,7.0,34.0,,,-20.0,5.0
Barron County,2020-07-25,9.0,44.0,,,6.0,
Barron County,2020-07-26,21.0,45.0,,,0.0,
Barron County,2020-07-27,14.0,40.0,,,-17.0,2.0
Barron County,2020-07-28,13.0,32.0,,,-18.0,3.0
Barron County,2020-07-29,13.0,33.0,,,-16.0,3.0
Barron County,2020-07-30,14.0,43.0,,,-19.0,3.0
Barron County,2020-07-31,10.0,46.0,,,-19.0,4.0
Barron County,2020-08-01,6.0,41.0,,,2.0,
Barron County,2020-08-02,18.0,49.0,,,1.0,
Barron County,2020-08-03,10.0,34.0,,,-17.0,3.0
Barron County,2020-08-04,12.0,30.0,,,-18.0,3.0
Barron County,2020-08-05,14.0,29.0,,,-20.0,3.0
Barron County,2020-08-06,14.0,41.0,,,-18.0,3.0
Barron County,2020-08-07,6.0,31.0,,,-21.0,4.0
Barron County,2020-08-08,8.0,38.0,,,4.0,
Barron County,2020-08-09,22.0,47.0,,,3.0,
Barron County,2020-08-10,9.0,31.0,,,-18.0,3.0
Barron County,2020-08-11,10.0,25.0,,,-20.0,2.0
Barron County,2020-08-12,16.0,26.0,,,-19.0,4.0
Barron County,2020-08-13,17.0,33.0,,,-18.0,3.0
Barron County,2020-08-14,9.0,36.0,,,-19.0,4.0
Barron County,2020-08-15,12.0,40.0,,,4.0,
Barron County,2020-08-16,18.0,47.0,,,4.0,
Barron County,2020-08-17,,,,,-15.0,3.0
Barron County,2020-08-18,,,,,-16.0,3.0
Barron County,2020-08-19,,,,,-17.0,3.0
Barron County,2020-08-20,,,,,-16.0,2.0
Barron County,2020-08-21,,,,,,2.0
Barron County,2020-08-24,,,,,-14.0,3.0
Barron County,2020-08-25,,,,,-16.0,2.0
Barron County,2020-08-26,,,,,-16.0,2.0
Barron County,2020-08-27,,,,,-15.0,2.0
Barron County,2020-08-28,,,,,,4.0
Barron County,2020-08-31,,,,,-15.0,3.0
Barron County,2020-09-01,,,,,-14.0,2.0
Barron County,2020-09-02,,,,,-13.0,1.0
Barron County,2020-09-03,,,,,-14.0,1.0
Barron County,2020-09-04,,,,,,1.0
Barron County,2020-09-07,,,,,-67.0,
Barron County,2020-09-08,,,,,-17.0,2.0
Barron County,2020-09-09,,,,,-13.0,1.0
Barron County,2020-09-10,,,,,-13.0,0.0
Barron County,2020-09-11,4.0,23.0,,,-14.0,0.0
Barron County,2020-09-12,18.0,31.0,,,11.0,
Barron County,2020-09-13,8.0,32.0,,,0.0,
Barron County,2020-09-14,2.0,27.0,,,-8.0,-1.0
Barron County,2020-09-15,7.0,26.0,,,-10.0,0.0
Barron County,2020-09-16,11.0,25.0,,,-11.0,0.0
Barron County,2020-09-17,8.0,31.0,,,-11.0,0.0
Barron County,2020-09-18,5.0,30.0,,,-11.0,0.0
Barron County,2020-09-19,5.0,32.0,,,12.0,
Barron County,2020-09-20,11.0,36.0,,,8.0,
Barron County,2020-09-21,6.0,28.0,,,-10.0,0.0
Barron County,2020-09-22,5.0,23.0,,,-11.0,1.0
Barron County,2020-09-23,6.0,26.0,,,-9.0,1.0
Barron County,2020-09-24,2.0,32.0,,,-9.0,1.0
Barron County,2020-09-25,2.0,30.0,,,-13.0,2.0
Barron County,2020-09-26,4.0,33.0,,,12.0,0.0
Barron County,2020-09-27,15.0,46.0,,,1.0,-2.0
Barron County,2020-09-28,3.0,24.0,,,-7.0,2.0
Barron County,2020-09-29,0.0,18.0,,,-7.0,2.0
Barron County,2020-09-30,4.0,17.0,,,-10.0,3.0
Barron County,2020-10-01,6.0,29.0,,,-5.0,0.0
Barron County,2020-10-02,1.0,23.0,,,-9.0,1.0
Barron County,2020-10-03,9.0,27.0,,,10.0,0.0
Barron County,2020-10-04,13.0,32.0,,,2.0,-1.0
Barron County,2020-10-05,7.0,22.0,,,-8.0,0.0
Barron County,2020-10-06,-2.0,16.0,,,-9.0,1.0
Barron County,2020-10-07,2.0,17.0,,,-6.0,1.0
Barron County,2020-10-08,0.0,25.0,,,-6.0,1.0
Barron County,2020-10-09,1.0,25.0,,,-11.0,1.0
Barron County,2020-10-10,6.0,31.0,,,7.0,-2.0
Barron County,2020-10-11,7.0,34.0,,,1.0,0.0
Barron County,2020-10-12,-1.0,18.0,,,-9.0,3.0
Barron County,2020-10-13,-5.0,16.0,,,-9.0,3.0
Barron County,2020-10-14,1.0,19.0,,,-10.0,4.0
Barron County,2020-10-15,-1.0,18.0,,,-11.0,4.0
Barron County,2020-10-16,-3.0,15.0,,,-15.0,6.0
Barron County,2020-10-17,1.0,16.0,,,6.0,4.0
Barron County,2020-10-18,1.0,21.0,,,5.0,
Barron County,2020-10-19,-3.0,16.0,,,-11.0,3.0
Barron County,2020-10-20,-20.0,6.0,,,-13.0,7.0
Barron County,2020-10-21,-1.0,11.0,,,-10.0,5.0
Barron County,2020-10-22,-14.0,4.0,,,-9.0,7.0
Barron County,2020-10-23,-7.0,10.0,,,-11.0,6.0
Barron County,2020-10-24,2.0,13.0,,,2.0,4.0
Barron County,2020-10-25,-9.0,7.0,,,-8.0,
Barron County,2020-10-26,-7.0,14.0,,,-10.0,5.0
Barron County,2020-10-27,-6.0,14.0,,,-12.0,5.0
Barron County,2020-10-28,-5.0,9.0,,,-11.0,5.0
Barron County,2020-10-29,-7.0,6.0,,,-11.0,5.0
Barron County,2020-10-30,-6.0,8.0,,,-12.0,5.0
Barron County,2020-10-31,-6.0,18.0,,,6.0,2.0
Barron County,2020-11-01,-6.0,9.0,,,-2.0,
Barron County,2020-11-02,-6.0,16.0,,,-9.0,5.0
Barron County,2020-11-03,0.0,18.0,,,-11.0,3.0
Barron County,2020-11-04,-8.0,9.0,,,-12.0,5.0
Barron County,2020-11-05,-9.0,10.0,,,-11.0,5.0
Barron County,2020-11-06,-13.0,7.0,,,-18.0,7.0
Barron County,2020-11-07,-11.0,14.0,,,4.0,5.0
Barron County,2020-11-08,-7.0,15.0,,,-7.0,
Barron County,2020-11-09,-10.0,9.0,,,-13.0,7.0
Barron County,2020-11-10,-18.0,6.0,,,-19.0,10.0
Barron County,2020-11-11,-10.0,9.0,,,-19.0,9.0
Barron County,2020-11-12,-20.0,2.0,,,-16.0,9.0
Barron County,2020-11-13,-16.0,5.0,,,-18.0,11.0
Barron County,2020-11-14,-15.0,2.0,,,0.0,9.0
Barron County,2020-11-15,-18.0,-1.0,,,-14.0,
Bayfield County,2020-02-15,58.0,,,,,
Bayfield County,2020-02-17,,,,,-3.0,
Bayfield County,2020-02-18,2.0,,,,3.0,
Bayfield County,2020-02-19,8.0,,,,0.0,
Bayfield County,2020-02-20,0.0,,,,-3.0,
Bayfield County,2020-02-21,20.0,,,,-3.0,
Bayfield County,2020-02-22,32.0,,,,,
Bayfield County,2020-02-24,2.0,,,,1.0,
Bayfield County,2020-02-25,10.0,,,,0.0,
Bayfield County,2020-02-26,-28.0,,,,-1.0,
Bayfield County,2020-02-27,5.0,,,,-1.0,
Bayfield County,2020-02-28,1.0,,,,4.0,
Bayfield County,2020-02-29,12.0,,,,,
Bayfield County,2020-03-01,0.0,,,,,
Bayfield County,2020-03-02,-4.0,,,,2.0,
Bayfield County,2020-03-03,-4.0,,,,4.0,
Bayfield County,2020-03-04,8.0,,,,1.0,
Bayfield County,2020-03-05,-6.0,,,,-1.0,
Bayfield County,2020-03-06,13.0,,,,0.0,
Bayfield County,2020-03-07,21.0,,,,,
Bayfield County,2020-03-08,2.0,,,,,
Bayfield County,2020-03-09,-10.0,,,,-2.0,
Bayfield County,2020-03-10,-4.0,,,,0.0,
Bayfield County,2020-03-11,-6.0,,,,0.0,
Bayfield County,2020-03-12,-19.0,,,,1.0,
Bayfield County,2020-03-13,-21.0,,,,0.0,
Bayfield County,2020-03-14,-18.0,-9.0,,,,
Bayfield County,2020-03-15,-22.0,,,,,
Bayfield County,2020-03-16,-7.0,,,,-10.0,
Bayfield County,2020-03-17,-19.0,,,,-16.0,
Bayfield County,2020-03-18,-74.0,,,,-23.0,
Bayfield County,2020-03-19,-52.0,,,,-31.0,
Bayfield County,2020-03-20,-69.0,,,,-38.0,
Bayfield County,2020-03-21,-70.0,-16.0,,,,
Bayfield County,2020-03-23,-58.0,,,,-38.0,
Bayfield County,2020-03-24,,,,,-45.0,
Bayfield County,2020-03-25,-74.0,,,,-44.0,
Bayfield County,2020-03-26,,,,,-46.0,
Bayfield County,2020-03-27,-69.0,,,,-43.0,
Bayfield County,2020-03-28,,-33.0,,,-37.0,
Bayfield County,2020-03-30,-64.0,,,,-46.0,
Bayfield County,2020-03-31,,,,,-45.0,
Bayfield County,2020-04-01,-49.0,,,,-46.0,
Bayfield County,2020-04-02,,,,,-47.0,
Bayfield County,2020-04-03,-68.0,,,,-48.0,
Bayfield County,2020-04-04,-69.0,-28.0,,,,
Bayfield County,2020-04-05,-70.0,,,,,
Bayfield County,2020-04-06,,,,,-43.0,
Bayfield County,2020-04-07,,,,,-45.0,
Bayfield County,2020-04-08,,,,,-45.0,
Bayfield County,2020-04-09,,,,,-48.0,
Bayfield County,2020-04-10,,,,,-48.0,
Bayfield County,2020-04-13,,,,,-49.0,
Bayfield County,2020-04-14,,,,,-42.0,
Bayfield County,2020-04-15,,,,,-42.0,
Bayfield County,2020-04-16,,,,,-42.0,
Bayfield County,2020-04-17,,,,,-42.0,
Bayfield County,2020-04-18,,,,,-37.0,
Bayfield County,2020-04-20,,,,,-43.0,
Bayfield County,2020-04-21,,,,,-38.0,
Bayfield County,2020-04-22,,,,,-42.0,
Bayfield County,2020-04-23,,,,,-42.0,
Bayfield County,2020-04-24,,,,,-38.0,
Bayfield County,2020-04-25,,,,,-35.0,
Bayfield County,2020-04-27,,,,,-38.0,
Bayfield County,2020-04-28,,,,,-41.0,
Bayfield County,2020-04-29,,,,,-39.0,
Bayfield County,2020-04-30,,,,,-41.0,
Bayfield County,2020-05-01,,,,,-43.0,
Bayfield County,2020-05-04,,,,,-38.0,
Bayfield County,2020-05-05,,,,,-38.0,
Bayfield County,2020-05-06,,,,,-37.0,
Bayfield County,2020-05-07,,,,,-39.0,
Bayfield County,2020-05-08,,,,,-36.0,
Bayfield County,2020-05-09,,,,,-30.0,
Bayfield County,2020-05-11,,,,,-33.0,
Bayfield County,2020-05-12,,,,,-34.0,
Bayfield County,2020-05-13,,,,,-35.0,
Bayfield County,2020-05-14,,,,,-37.0,
Bayfield County,2020-05-15,,,,,-39.0,
Bayfield County,2020-05-18,,,,,-28.0,
Bayfield County,2020-05-19,,,,,-28.0,
Bayfield County,2020-05-20,,,,,-30.0,
Bayfield County,2020-05-21,,,,,-33.0,
Bayfield County,2020-05-22,,,,,-33.0,
Bayfield County,2020-05-25,,,,,-70.0,
Bayfield County,2020-05-26,,,,,-26.0,
Bayfield County,2020-05-27,,,,,-25.0,
Bayfield County,2020-05-28,,,,,-28.0,
Bayfield County,2020-05-29,,,,,-23.0,
Bayfield County,2020-06-01,,,,,-25.0,
Bayfield County,2020-06-02,,,,,-21.0,
Bayfield County,2020-06-03,,,,,-23.0,
Bayfield County,2020-06-04,,,,,-23.0,
Bayfield County,2020-06-05,,,,,-21.0,
Bayfield County,2020-06-08,,,,,-22.0,
Bayfield County,2020-06-09,,,,,-20.0,
Bayfield County,2020-06-10,,,,,-27.0,
Bayfield County,2020-06-11,,,,,-21.0,
Bayfield County,2020-06-12,,,,,-21.0,
Bayfield County,2020-06-15,,,,,-22.0,
Bayfield County,2020-06-16,,,,,-17.0,
Bayfield County,2020-06-17,,,,,-20.0,
Bayfield County,2020-06-18,,,,,-21.0,
Bayfield County,2020-06-19,,,,,-21.0,
Bayfield County,2020-06-22,,,,,-20.0,
Bayfield County,2020-06-23,,,,,-19.0,
Bayfield County,2020-06-24,,,,,-22.0,
Bayfield County,2020-06-25,,,,,-22.0,
Bayfield County,2020-06-26,,,,,-21.0,
Bayfield County,2020-06-29,,,,,-25.0,
Bayfield County,2020-06-30,,,,,-17.0,
Bayfield County,2020-07-01,,,,,-20.0,
Bayfield County,2020-07-02,,,,,-28.0,
Bayfield County,2020-07-03,,,,,-41.0,
Bayfield County,2020-07-06,,,,,-27.0,
Bayfield County,2020-07-07,,,,,-20.0,
Bayfield County,2020-07-08,,,,,-24.0,
Bayfield County,2020-07-09,,,,,-24.0,
Bayfield County,2020-07-10,,,,,-24.0,
Bayfield County,2020-07-13,,,,,-21.0,
Bayfield County,2020-07-14,,,,,-25.0,
Bayfield County,2020-07-15,,,,,-25.0,
Bayfield County,2020-07-16,,,,,-20.0,
Bayfield County,2020-07-17,,,,,-23.0,
Bayfield County,2020-07-20,,,,,-19.0,
Bayfield County,2020-07-21,,,,,-21.0,
Bayfield County,2020-07-22,,,,,-23.0,
Bayfield County,2020-07-23,,,,,-22.0,
Bayfield County,2020-07-24,,,,,-23.0,
Bayfield County,2020-07-27,,,,,-25.0,
Bayfield County,2020-07-28,,,,,-20.0,
Bayfield County,2020-07-29,,,,,-20.0,
Bayfield County,2020-07-30,,,,,-22.0,
Bayfield County,2020-07-31,,,,,-21.0,
Bayfield County,2020-08-03,,,,,-18.0,
Bayfield County,2020-08-04,,,,,-19.0,
Bayfield County,2020-08-05,,,,,-21.0,
Bayfield County,2020-08-06,,,,,-23.0,
Bayfield County,2020-08-07,,,,,-23.0,
Bayfield County,2020-08-10,,,,,-22.0,
Bayfield County,2020-08-11,,,,,-17.0,
Bayfield County,2020-08-12,,,,,-22.0,
Bayfield County,2020-08-13,,,,,-26.0,
Bayfield County,2020-08-14,,,,,-21.0,
Bayfield County,2020-09-11,,,,,-17.0,
Bayfield County,2020-09-14,,,,,-15.0,
Bayfield County,2020-09-15,,,,,-15.0,
Bayfield County,2020-09-16,,,,,-26.0,
Bayfield County,2020-09-17,,,,,-22.0,
Bayfield County,2020-09-18,,,,,-15.0,
Bayfield County,2020-09-21,,,,,-15.0,
Bayfield County,2020-09-22,,,,,-16.0,
Bayfield County,2020-09-23,,,,,-14.0,
Bayfield County,2020-09-24,,,,,-20.0,
Bayfield County,2020-09-25,,,,,-18.0,
Bayfield County,2020-09-28,,,,,-15.0,
Bayfield County,2020-09-29,,,,,-13.0,
Bayfield County,2020-09-30,,,,,-23.0,
Bayfield County,2020-10-01,,,,,-18.0,
Bayfield County,2020-10-02,,,,,-18.0,
Bayfield County,2020-10-05,,,,,-19.0,
Bayfield County,2020-10-06,,,,,-17.0,
Bayfield County,2020-10-07,,,,,-20.0,
Bayfield County,2020-10-08,,,,,-22.0,
Bayfield County,2020-10-09,,,,,-20.0,
Bayfield County,2020-10-12,,,,,-19.0,
Bayfield County,2020-10-13,,,,,-13.0,
Bayfield County,2020-10-14,,,,,-16.0,
Bayfield County,2020-10-15,,,,,-15.0,
Bayfield County,2020-10-16,,,,,-16.0,
Bayfield County,2020-10-19,,,,,-18.0,
Bayfield County,2020-10-20,,,,,-17.0,
Bayfield County,2020-10-21,,,,,-20.0,
Bayfield County,2020-10-22,,,,,-20.0,
Bayfield County,2020-10-23,,,,,-14.0,
Bayfield County,2020-10-26,,,,,-16.0,
Bayfield County,2020-10-27,,,,,-19.0,
Bayfield County,2020-10-28,,,,,-18.0,
Bayfield County,2020-10-29,,,,,-19.0,
Bayfield County,2020-10-30,,,,,-20.0,
Bayfield County,2020-11-02,,,,,-22.0,
Bayfield County,2020-11-03,,,,,-23.0,
Bayfield County,2020-11-04,,,,,-25.0,
Bayfield County,2020-11-05,,,,,-25.0,
Bayfield County,2020-11-06,,,,,-26.0,
Bayfield County,2020-11-09,,,,,-24.0,
Bayfield County,2020-11-10,,,,,-26.0,
Bayfield County,2020-11-11,,,,,-34.0,
Bayfield County,2020-11-12,,,,,-29.0,
Bayfield County,2020-11-13,,,,,-29.0,
Brown County,2020-02-15,7.0,6.0,10.0,-2.0,0.0,0.0
Brown County,2020-02-16,9.0,6.0,7.0,5.0,4.0,-1.0
Brown County,2020-02-17,-5.0,2.0,-6.0,-10.0,1.0,2.0
Brown County,2020-02-18,-6.0,-4.0,4.0,-1.0,1.0,1.0
Brown County,2020-02-19,0.0,3.0,-12.0,9.0,2.0,0.0
Brown County,2020-02-20,3.0,1.0,-15.0,-1.0,2.0,0.0
Brown County,2020-02-21,4.0,-4.0,-6.0,2.0,3.0,1.0
Brown County,2020-02-22,15.0,10.0,25.0,8.0,3.0,-2.0
Brown County,2020-02-23,16.0,7.0,29.0,0.0,5.0,-2.0
Brown County,2020-02-24,2.0,5.0,13.0,0.0,3.0,0.0
Brown County,2020-02-25,3.0,3.0,0.0,2.0,2.0,0.0
Brown County,2020-02-26,4.0,3.0,-1.0,-1.0,3.0,0.0
Brown County,2020-02-27,6.0,0.0,-8.0,4.0,3.0,-1.0
Brown County,2020-02-28,6.0,-3.0,2.0,9.0,3.0,0.0
Brown County,2020-02-29,11.0,7.0,5.0,3.0,4.0,-2.0
Brown County,2020-03-01,19.0,6.0,39.0,0.0,6.0,-2.0
Brown County,2020-03-02,5.0,5.0,5.0,-8.0,5.0,-1.0
Brown County,2020-03-03,7.0,6.0,-4.0,-1.0,0.0,0.0
Brown County,2020-03-04,6.0,6.0,12.0,-1.0,3.0,-1.0
Brown County,2020-03-05,4.0,2.0,0.0,-4.0,3.0,0.0
Brown County,2020-03-06,6.0,-2.0,6.0,1.0,0.0,1.0
Brown County,2020-03-07,13.0,11.0,37.0,3.0,7.0,-2.0
Brown County,2020-03-08,13.0,7.0,99.0,8.0,6.0,-1.0
Brown County,2020-03-09,-1.0,0.0,-2.0,-8.0,2.0,1.0
Brown County,2020-03-10,6.0,5.0,31.0,-2.0,1.0,0.0
Brown County,2020-03-11,3.0,5.0,12.0,-7.0,1.0,0.0
Brown County,2020-03-12,4.0,23.0,-11.0,-2.0,0.0,1.0
Brown County,2020-03-13,2.0,27.0,9.0,-8.0,-1.0,2.0
Brown County,2020-03-14,-9.0,24.0,-4.0,-13.0,-1.0,2.0
Brown County,2020-03-15,-7.0,7.0,32.0,-24.0,2.0,2.0
Brown County,2020-03-16,-8.0,25.0,-2.0,-38.0,-11.0,5.0
Brown County,2020-03-17,-19.0,20.0,42.0,-41.0,-21.0,9.0
Brown County,2020-03-18,-35.0,10.0,1.0,-38.0,-27.0,12.0
Brown County,2020-03-19,-42.0,-2.0,-25.0,-49.0,-31.0,15.0
Brown County,2020-03-20,-43.0,0.0,-8.0,-62.0,-33.0,18.0
Brown County,2020-03-21,-52.0,-5.0,14.0,-52.0,-21.0,12.0
Brown County,2020-03-22,-52.0,-23.0,13.0,-63.0,-26.0,10.0
Brown County,2020-03-23,-36.0,1.0,23.0,-63.0,-36.0,15.0
Brown County,2020-03-24,-50.0,-17.0,39.0,-69.0,-41.0,19.0
Brown County,2020-03-25,-56.0,-26.0,2.0,-72.0,-45.0,21.0
Brown County,2020-03-26,-52.0,-23.0,39.0,-75.0,-45.0,21.0
Brown County,2020-03-27,-52.0,-26.0,38.0,-66.0,-45.0,24.0
Brown County,2020-03-28,-60.0,-23.0,-21.0,-71.0,-30.0,16.0
Brown County,2020-03-29,-56.0,-31.0,-26.0,-77.0,-31.0,13.0
Brown County,2020-03-30,-48.0,-20.0,25.0,-77.0,-44.0,19.0
Brown County,2020-03-31,-49.0,-19.0,10.0,-74.0,-47.0,20.0
Brown County,2020-04-01,-46.0,-16.0,62.0,-73.0,-46.0,19.0
Brown County,2020-04-02,-45.0,-16.0,124.0,-75.0,-46.0,20.0
Brown County,2020-04-03,-46.0,-18.0,95.0,-69.0,-46.0,23.0
Brown County,2020-04-04,-54.0,-11.0,91.0,-73.0,-34.0,14.0
Brown County,2020-04-05,-49.0,-21.0,123.0,-74.0,-31.0,10.0
Brown County,2020-04-06,-46.0,-17.0,72.0,-74.0,-46.0,19.0
Brown County,2020-04-07,-48.0,-17.0,94.0,-79.0,-48.0,20.0
Brown County,2020-04-08,-48.0,-16.0,64.0,-70.0,-47.0,20.0
Brown County,2020-04-09,-47.0,-15.0,29.0,-78.0,-47.0,21.0
Brown County,2020-04-10,-47.0,-15.0,40.0,-73.0,-50.0,25.0
Brown County,2020-04-11,-50.0,-1.0,106.0,-71.0,-36.0,13.0
Brown County,2020-04-12,-73.0,-46.0,-37.0,,-42.0,13.0
Brown County,2020-04-13,-49.0,-19.0,-10.0,-74.0,-45.0,20.0
Brown County,2020-04-14,-49.0,-16.0,-1.0,-78.0,-46.0,21.0
Brown County,2020-04-15,-40.0,-9.0,13.0,-76.0,-46.0,20.0
Brown County,2020-04-16,-41.0,-10.0,45.0,-80.0,-45.0,21.0
Brown County,2020-04-17,-44.0,-18.0,71.0,-79.0,-46.0,23.0
Brown County,2020-04-18,-49.0,-9.0,95.0,-79.0,-34.0,13.0
Brown County,2020-04-19,-44.0,-19.0,83.0,,-31.0,10.0
Brown County,2020-04-20,-42.0,-16.0,36.0,-80.0,-45.0,19.0
Brown County,2020-04-21,-43.0,-9.0,33.0,-81.0,-46.0,20.0
Brown County,2020-04-22,-45.0,-9.0,15.0,-75.0,-46.0,20.0
Brown County,2020-04-23,-46.0,-11.0,14.0,-79.0,-46.0,21.0
Brown County,2020-04-24,-46.0,-15.0,85.0,-77.0,-46.0,22.0
Brown County,2020-04-25,-49.0,-10.0,89.0,-81.0,-32.0,12.0
Brown County,2020-04-26,-40.0,-14.0,152.0,-76.0,-29.0,8.0
Brown County,2020-04-27,-42.0,-7.0,5.0,-79.0,-45.0,19.0
Brown County,2020-04-28,-41.0,-3.0,11.0,-78.0,-47.0,14.0
Brown County,2020-04-29,-46.0,-10.0,-22.0,-77.0,-47.0,21.0
Brown County,2020-04-30,-38.0,1.0,96.0,-77.0,-46.0,18.0
Brown County,2020-05-01,-40.0,-3.0,109.0,-68.0,-45.0,19.0
Brown County,2020-05-02,-45.0,1.0,198.0,-77.0,-30.0,9.0
Brown County,2020-05-03,-35.0,-5.0,167.0,-69.0,-27.0,7.0
Brown County,2020-05-04,-34.0,1.0,69.0,-75.0,-44.0,17.0
Brown County,2020-05-05,-35.0,9.0,65.0,-80.0,-44.0,18.0
Brown County,2020-05-06,-36.0,3.0,159.0,-75.0,-44.0,17.0
Brown County,2020-05-07,-35.0,5.0,95.0,-81.0,-43.0,18.0
Brown County,2020-05-08,-39.0,-2.0,28.0,-75.0,-43.0,21.0
Brown County,2020-05-09,-41.0,18.0,106.0,-79.0,-27.0,10.0
Brown County,2020-05-10,-39.0,-1.0,-3.0,,-24.0,8.0
Brown County,2020-05-11,-33.0,1.0,82.0,-72.0,-41.0,17.0
Brown County,2020-05-12,-33.0,6.0,125.0,-77.0,-42.0,17.0
Brown County,2020-05-13,-33.0,0.0,86.0,-69.0,-42.0,17.0
Brown County,2020-05-14,-34.0,2.0,70.0,-76.0,-42.0,18.0
Brown County,2020-05-15,-33.0,-5.0,195.0,-72.0,-41.0,16.0
Brown County,2020-05-16,-37.0,3.0,161.0,-74.0,-24.0,7.0
Brown County,2020-05-17,-40.0,-11.0,-27.0,,-20.0,9.0
