sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Jefferson County,2020-08-01,-2.0,37.0,-2.0,-1.0,550.0
Jefferson County,2020-08-02,0.0,16.0,-8.0,0.0,556.0
Jefferson County,2020-08-03,1.0,18.0,-29.0,7.0,564.0
Jefferson County,2020-08-04,0.0,18.0,-28.0,7.0,573.0
Jefferson County,2020-08-05,-4.0,12.0,-28.0,7.0,581.0
Jefferson County,2020-08-06,-5.0,13.0,-29.0,7.0,596.0
Jefferson County,2020-08-07,-4.0,12.0,-30.0,8.0,612.0
Jefferson County,2020-08-08,-2.0,29.0,1.0,-1.0,624.0
Jefferson County,2020-08-09,0.0,14.0,-7.0,-1.0,631.0
Jefferson County,2020-08-10,-11.0,7.0,-30.0,9.0,637.0
Jefferson County,2020-08-11,3.0,14.0,-27.0,7.0,647.0
Jefferson County,2020-08-12,-4.0,13.0,-29.0,7.0,657.0
Jefferson County,2020-08-13,-4.0,13.0,-31.0,7.0,677.0
Jefferson County,2020-08-14,-7.0,13.0,-32.0,7.0,690.0
Jefferson County,2020-08-15,-1.0,31.0,-4.0,-1.0,701.0
Jefferson County,2020-08-16,5.0,17.0,-4.0,-2.0,718.0
Jefferson County,2020-08-17,-6.230769230769231,0.3,-30.0,6.0,732.0
Jefferson County,2020-08-18,-8.071428571428571,1.0,-28.0,7.0,732.0
Jefferson County,2020-08-19,-5.5,1.4,-29.0,7.0,748.0
Jefferson County,2020-08-20,-6.5,2.7,-30.0,6.0,765.0
Jefferson County,2020-08-21,-10.526315789473685,1.0,-31.0,7.0,801.0
Jefferson County,2020-08-22,-10.105263157894736,5.083333333333333,-4.333333333333333,-2.0,812.0
Jefferson County,2020-08-23,-6.5,0.8181818181818182,-6.111111111111111,-1.0,819.0
Jefferson County,2020-08-24,-8.461538461538462,-1.1,-29.0,6.0,824.0
Jefferson County,2020-08-25,-10.571428571428571,-2.2,-28.0,7.0,829.0
Jefferson County,2020-08-26,-8.461538461538462,-0.3,-28.0,6.0,844.0
Jefferson County,2020-08-27,-9.857142857142858,0.1,-27.0,7.0,848.0
Jefferson County,2020-08-28,-10.55,-2.4285714285714284,-30.0,8.0,870.0
Jefferson County,2020-08-29,-8.31578947368421,5.384615384615385,-4.0,-2.0,889.0
Jefferson County,2020-08-30,-4.214285714285714,0.18181818181818182,-6.222222222222222,-2.0,900.0
Jefferson County,2020-08-31,-5.846153846153846,-0.8,-29.0,7.0,902.0
Jefferson County,2020-09-01,-7.846153846153846,1.3,-27.0,6.0,923.0
Jefferson County,2020-09-02,-6.3076923076923075,1.3,-27.0,5.0,932.0
Jefferson County,2020-09-03,-6.142857142857143,5.4,-29.0,5.0,946.0
Jefferson County,2020-09-04,-7.2,4.384615384615385,-33.0,5.0,963.0
Jefferson County,2020-09-05,-11.157894736842104,5.3076923076923075,-11.11111111111111,-3.0,979.0
Jefferson County,2020-09-06,-8.785714285714286,-4.636363636363637,-12.666666666666666,0.0,990.0
Jefferson County,2020-09-07,-8.538461538461538,-5.1,-78.0,18.0,996.0
Jefferson County,2020-09-08,-15.928571428571429,-4.9,-31.0,8.0,1001.0
Jefferson County,2020-09-09,-13.142857142857142,-2.8181818181818183,-28.0,7.0,1007.0
Jefferson County,2020-09-10,-12.928571428571429,-2.6,-29.0,7.0,1026.0
Jefferson County,2020-09-11,-16.0,3.0,-29.0,6.0,1032.0
Jefferson County,2020-09-12,-7.0,19.0,1.0,0.0,1047.0
Jefferson County,2020-09-13,-11.0,10.0,-1.0,-2.0,1067.0
Jefferson County,2020-09-14,-10.0,4.0,-25.0,4.0,1072.0
Jefferson County,2020-09-15,-7.0,9.0,-24.0,5.0,1097.0
Jefferson County,2020-09-16,-10.0,3.0,-27.0,5.0,1113.0
Jefferson County,2020-09-17,-9.0,4.0,-26.0,5.0,1133.0
Jefferson County,2020-09-18,-13.0,8.0,-28.0,5.0,1166.0
Jefferson County,2020-09-19,1.0,27.0,-1.0,-3.0,1192.0
Jefferson County,2020-09-20,-5.0,11.0,-6.0,-2.0,1214.0
Jefferson County,2020-09-21,-10.0,8.0,-26.0,5.0,1229.0
Jefferson County,2020-09-22,-11.0,5.0,-25.0,6.0,1243.0
Jefferson County,2020-09-23,-13.0,5.0,-25.0,6.0,1278.0
Jefferson County,2020-09-24,-13.0,3.0,-26.0,6.0,1298.0
Jefferson County,2020-09-25,-14.0,6.0,-28.0,7.0,1331.0
Jefferson County,2020-09-26,-6.0,24.0,5.0,-2.0,1394.0
Jefferson County,2020-09-27,-13.0,7.0,-5.0,0.0,1418.0
Jefferson County,2020-09-28,-16.0,5.0,-25.0,7.0,1430.0
Jefferson County,2020-09-29,-15.0,3.0,-24.0,7.0,1486.0
Jefferson County,2020-09-30,-15.0,1.0,-26.0,7.0,1515.0
Jefferson County,2020-10-01,-13.0,6.0,-24.0,8.0,1543.0
Jefferson County,2020-10-02,-17.0,6.0,-27.0,6.0,1579.0
Jefferson County,2020-10-03,-9.0,18.0,-3.0,0.0,1613.0
Jefferson County,2020-10-04,-7.0,8.0,-6.0,-1.0,1651.0
Jefferson County,2020-10-05,-14.0,3.0,-26.0,6.0,1668.0
Jefferson County,2020-10-06,-12.0,4.0,-25.0,6.0,1698.0
Jefferson County,2020-10-07,-13.0,3.0,-25.0,6.0,1714.0
Jefferson County,2020-10-08,-17.0,2.0,-26.0,6.0,1752.0
Jefferson County,2020-10-09,-18.0,3.0,-28.0,6.0,1803.0
Jefferson County,2020-10-10,-10.0,21.0,2.0,-2.0,1854.0
Jefferson County,2020-10-11,-9.0,6.0,-6.0,-2.0,1879.0
Jefferson County,2020-10-12,-16.0,-1.0,-28.0,8.0,1904.0
Jefferson County,2020-10-13,-18.0,6.0,-26.0,7.0,1978.0
Jefferson County,2020-10-14,-16.0,3.0,-25.0,7.0,2050.0
Jefferson County,2020-10-15,-14.0,4.0,-25.0,7.0,2112.0
Jefferson County,2020-10-16,-18.0,4.0,-26.0,8.0,2131.0
Jefferson County,2020-10-17,-8.0,17.0,-2.0,1.0,2131.0
Jefferson County,2020-10-18,-14.0,-3.0,-10.0,2.0,2131.0
Jefferson County,2020-10-19,-18.0,4.0,-25.0,7.0,2283.0
Jefferson County,2020-10-20,-21.0,-1.0,-25.0,8.0,2388.0
Jefferson County,2020-10-21,-17.0,3.0,-24.0,7.0,2438.0
Jefferson County,2020-10-22,-19.0,-1.0,-25.0,10.0,2464.0
Jefferson County,2020-10-23,-20.0,1.0,-29.0,11.0,2532.0
Jefferson County,2020-10-24,-11.0,12.0,7.0,1.0,2630.0
Jefferson County,2020-10-25,-21.0,-2.0,-7.0,3.0,2639.0
Jefferson County,2020-10-26,-19.0,1.0,-25.0,7.0,2706.0
Jefferson County,2020-10-27,-17.0,1.0,-25.0,8.0,2785.0
Jefferson County,2020-10-28,-16.0,2.0,-26.0,7.0,2857.0
Jefferson County,2020-10-29,-18.0,2.0,-29.0,9.0,2929.0
Jefferson County,2020-10-30,-19.0,4.0,-31.0,10.0,2999.0
Jefferson County,2020-10-31,-15.0,20.0,-2.0,1.0,3079.0
Jefferson County,2020-11-01,-24.0,-7.0,-9.0,3.0,3144.0
Jefferson County,2020-11-02,-20.0,-1.0,-26.0,8.0,3197.0
Jefferson County,2020-11-03,-3.0,3.0,-26.0,8.0,3283.0
Jefferson County,2020-11-04,-18.0,0.0,-27.0,9.0,3381.0
Jefferson County,2020-11-05,-21.0,-5.0,-28.0,9.0,3476.0
Jefferson County,2020-11-06,-18.0,-3.0,-30.0,10.0,3517.0
Jefferson County,2020-11-07,-12.0,14.0,2.0,1.0,3611.0
Jefferson County,2020-11-08,-12.0,1.0,-2.0,2.0,3684.0
Jefferson County,2020-11-09,-19.0,2.0,-28.0,8.0,3780.0
Jefferson County,2020-11-10,-22.0,-4.0,-27.0,11.0,3875.0
Jefferson County,2020-11-11,-17.0,0.0,-29.0,10.0,3991.0
Jefferson County,2020-11-12,-22.0,0.0,-28.0,11.0,4143.0
Jefferson County,2020-11-13,-23.0,1.0,-29.0,12.0,4236.0
Jefferson County,2020-11-14,-16.0,11.0,-4.0,4.0,4324.0
Jefferson County,2020-11-15,-26.0,-10.0,-16.0,5.0,4457.0
Kenosha County,2020-02-15,11.0,7.0,2.0,-1.0,0.0
Kenosha County,2020-02-16,12.0,3.0,-2.0,-1.0,0.0
Kenosha County,2020-02-17,5.0,-1.0,-5.0,2.0,0.0
Kenosha County,2020-02-18,3.0,-1.0,3.0,0.0,0.0
Kenosha County,2020-02-19,-1.0,-2.0,2.0,0.0,0.0
Kenosha County,2020-02-20,1.0,-2.0,3.0,0.0,0.0
Kenosha County,2020-02-21,2.0,-4.0,-1.0,1.0,0.0
Kenosha County,2020-02-22,18.0,10.0,6.0,-3.0,0.0
Kenosha County,2020-02-23,21.0,7.0,5.0,-2.0,0.0
Kenosha County,2020-02-24,2.0,6.0,4.0,0.0,0.0
Kenosha County,2020-02-25,-2.0,-9.0,2.0,1.0,0.0
Kenosha County,2020-02-26,2.0,-5.0,1.0,0.0,0.0
Kenosha County,2020-02-27,9.0,2.0,3.0,-1.0,0.0
Kenosha County,2020-02-28,5.0,-2.0,3.0,-1.0,0.0
Kenosha County,2020-02-29,22.0,12.0,5.0,-3.0,0.0
Kenosha County,2020-03-01,27.0,12.0,4.0,-3.0,0.0
Kenosha County,2020-03-02,9.0,6.0,4.0,-1.0,0.0
Kenosha County,2020-03-03,12.0,3.0,0.0,0.0,0.0
Kenosha County,2020-03-04,9.0,3.0,4.0,-1.0,0.0
Kenosha County,2020-03-05,10.0,2.0,4.0,-1.0,0.0
Kenosha County,2020-03-06,5.0,0.0,4.0,-1.0,0.0
Kenosha County,2020-03-07,25.0,12.0,6.0,-3.0,0.0
Kenosha County,2020-03-08,23.0,12.0,3.0,-3.0,0.0
Kenosha County,2020-03-09,1.0,-3.0,2.0,1.0,0.0
Kenosha County,2020-03-10,10.0,4.0,3.0,-1.0,0.0
Kenosha County,2020-03-11,10.0,6.0,2.0,0.0,0.0
Kenosha County,2020-03-12,17.0,27.0,2.0,0.0,0.0
Kenosha County,2020-03-13,6.0,33.0,0.0,0.0,0.0
Kenosha County,2020-03-14,-1.0,27.0,2.0,2.0,0.0
Kenosha County,2020-03-15,-3.0,13.0,-4.0,2.0,0.0
Kenosha County,2020-03-16,-4.0,24.0,-14.0,6.0,1.0
Kenosha County,2020-03-17,-15.0,13.0,-21.0,10.0,4.0
Kenosha County,2020-03-18,-33.0,2.0,-27.0,13.0,4.0
Kenosha County,2020-03-19,-36.0,3.0,-31.0,15.0,4.0
Kenosha County,2020-03-20,-41.0,7.0,-31.0,16.0,4.0
Kenosha County,2020-03-21,-51.0,-8.0,-20.0,11.0,5.0
Kenosha County,2020-03-22,-59.0,-30.0,-29.0,10.0,10.0
Kenosha County,2020-03-23,-44.0,-14.0,-38.0,17.0,12.0
Kenosha County,2020-03-24,-47.0,-20.0,-41.0,18.0,13.0
Kenosha County,2020-03-25,-49.0,-25.0,-43.0,19.0,14.0
Kenosha County,2020-03-26,-52.0,-26.0,-43.0,20.0,19.0
Kenosha County,2020-03-27,-55.0,-26.0,-42.0,21.0,23.0
Kenosha County,2020-03-28,-59.0,-27.0,-30.0,14.0,24.0
Kenosha County,2020-03-29,-61.0,-33.0,-34.0,12.0,29.0
Kenosha County,2020-03-30,-45.0,-26.0,-42.0,18.0,30.0
Kenosha County,2020-03-31,-46.0,-24.0,-44.0,20.0,37.0
Kenosha County,2020-04-01,-42.0,-18.0,-45.0,19.0,54.0
Kenosha County,2020-04-02,-41.0,-19.0,-45.0,20.0,67.0
Kenosha County,2020-04-03,-47.0,-17.0,-44.0,20.0,81.0
Kenosha County,2020-04-04,-54.0,-18.0,-32.0,13.0,81.0
Kenosha County,2020-04-05,-53.0,-25.0,-34.0,10.0,98.0
Kenosha County,2020-04-06,-45.0,-20.0,-44.0,18.0,104.0
Kenosha County,2020-04-07,-37.0,-19.0,-46.0,18.0,112.0
Kenosha County,2020-04-08,-47.0,-21.0,-47.0,20.0,127.0
Kenosha County,2020-04-09,-46.0,-15.0,-46.0,20.0,135.0
Kenosha County,2020-04-10,-48.0,-14.0,-54.0,23.0,147.0
Kenosha County,2020-04-11,-49.0,-6.0,-32.0,12.0,163.0
Kenosha County,2020-04-12,-71.0,-42.0,-41.0,11.0,173.0
Kenosha County,2020-04-13,-45.0,-21.0,-46.0,19.0,182.0
Kenosha County,2020-04-14,-44.0,-20.0,-46.0,20.0,186.0
Kenosha County,2020-04-15,-35.0,-12.0,-45.0,20.0,204.0
Kenosha County,2020-04-16,-35.0,-14.0,-45.0,19.0,208.0
Kenosha County,2020-04-17,-45.0,-21.0,-45.0,21.0,218.0
Kenosha County,2020-04-18,-40.0,-11.0,-28.0,11.0,236.0
Kenosha County,2020-04-19,-41.0,-20.0,-30.0,9.0,248.0
Kenosha County,2020-04-20,-32.0,-18.0,-43.0,17.0,257.0
Kenosha County,2020-04-21,-34.0,-16.0,-44.0,18.0,264.0
Kenosha County,2020-04-22,-39.0,-18.0,-44.0,20.0,278.0
Kenosha County,2020-04-23,-38.0,-18.0,-44.0,20.0,294.0
Kenosha County,2020-04-24,-43.0,-20.0,-43.0,20.0,314.0
Kenosha County,2020-04-25,-45.0,-15.0,-28.0,12.0,329.0
Kenosha County,2020-04-26,-37.0,-15.0,-31.0,8.0,339.0
Kenosha County,2020-04-27,-32.0,-17.0,-42.0,18.0,340.0
Kenosha County,2020-04-28,-33.0,-15.0,-43.0,12.0,348.0
Kenosha County,2020-04-29,-38.0,-19.0,-44.0,20.0,363.0
Kenosha County,2020-04-30,-31.0,-9.0,-43.0,18.0,391.0
Kenosha County,2020-05-01,-33.0,-10.0,-42.0,17.0,477.0
Kenosha County,2020-05-02,-32.0,-2.0,-25.0,8.0,521.0
Kenosha County,2020-05-03,-29.0,-7.0,-25.0,6.0,534.0
Kenosha County,2020-05-04,-30.0,-11.0,-39.0,16.0,546.0
Kenosha County,2020-05-05,-28.0,-7.0,-40.0,17.0,571.0
Kenosha County,2020-05-06,-26.0,-4.0,-41.0,16.0,580.0
Kenosha County,2020-05-07,-27.0,-2.0,-40.0,16.0,610.0
Kenosha County,2020-05-08,-37.0,-9.0,-40.0,18.0,627.0
Kenosha County,2020-05-09,-31.0,14.0,-22.0,7.0,651.0
Kenosha County,2020-05-10,-43.0,-9.0,-25.0,8.0,682.0
Kenosha County,2020-05-11,-32.0,-10.0,-38.0,15.0,693.0
Kenosha County,2020-05-12,-22.0,-5.0,-39.0,15.0,716.0
Kenosha County,2020-05-13,-25.0,-7.0,-39.0,16.0,736.0
Kenosha County,2020-05-14,-31.0,-11.0,-40.0,17.0,762.0
Kenosha County,2020-05-15,-24.0,-11.0,-39.0,14.0,780.0
Kenosha County,2020-05-16,-20.0,-2.0,-19.0,7.0,820.0
Kenosha County,2020-05-17,-40.0,-23.0,-25.0,9.0,838.0
Kenosha County,2020-05-18,-16.0,-9.0,-37.0,14.0,848.0
Kenosha County,2020-05-19,-20.0,-11.0,-37.0,16.0,866.0
Kenosha County,2020-05-20,-8.0,-4.0,-36.0,13.0,889.0
Kenosha County,2020-05-21,-9.0,-3.0,-37.0,13.0,921.0
Kenosha County,2020-05-22,-16.0,-5.0,-38.0,13.0,948.0
Kenosha County,2020-05-23,-12.0,2.0,-16.0,6.0,983.0
Kenosha County,2020-05-24,9.0,6.0,-15.0,1.0,998.0
Kenosha County,2020-05-25,-4.0,-3.0,-74.0,20.0,1001.0
Kenosha County,2020-05-26,0.0,-1.0,-35.0,12.0,1008.0
Kenosha County,2020-05-27,1.0,-2.0,-33.0,12.0,1033.0
Kenosha County,2020-05-28,-4.0,-3.0,-33.0,13.0,1088.0
Kenosha County,2020-05-29,-10.0,-4.0,-32.0,11.0,1131.0
Kenosha County,2020-05-30,-3.0,5.0,-2.0,3.0,1165.0
Kenosha County,2020-05-31,5.0,-6.0,-7.0,3.0,1168.0
Kenosha County,2020-06-01,-8.0,-5.0,-33.0,12.0,1178.0
Kenosha County,2020-06-02,-5.0,-3.0,-33.0,11.0,1201.0
Kenosha County,2020-06-03,0.0,2.0,-32.0,11.0,1217.0
Kenosha County,2020-06-04,0.0,3.0,-31.0,10.0,1246.0
Kenosha County,2020-06-05,-7.0,-3.0,-30.0,10.0,1259.0
Kenosha County,2020-06-06,3.0,10.0,-2.0,2.0,1267.0
Kenosha County,2020-06-07,15.0,3.0,-8.0,1.0,1274.0
Kenosha County,2020-06-08,9.0,1.0,-29.0,8.0,1286.0
Kenosha County,2020-06-09,-1.0,-6.0,-31.0,11.0,1295.0
Kenosha County,2020-06-10,1.0,-4.0,-31.0,11.0,1308.0
Kenosha County,2020-06-11,7.0,1.0,-29.0,9.0,1319.0
Kenosha County,2020-06-12,-1.0,1.0,-30.0,9.0,1336.0
Kenosha County,2020-06-13,8.0,9.0,-2.0,1.0,1343.0
Kenosha County,2020-06-14,20.0,3.0,-5.0,0.0,1356.0
Kenosha County,2020-06-15,9.0,3.0,-29.0,8.0,1357.0
Kenosha County,2020-06-16,8.0,2.0,-30.0,8.0,1374.0
Kenosha County,2020-06-17,10.0,2.0,-30.0,8.0,1382.0
Kenosha County,2020-06-18,9.0,8.0,-30.0,8.0,1392.0
Kenosha County,2020-06-19,1.0,6.0,-30.0,7.0,1400.0
Kenosha County,2020-06-20,5.0,15.0,0.0,2.0,1406.0
Kenosha County,2020-06-21,19.0,13.0,0.0,-2.0,1416.0
Kenosha County,2020-06-22,2.0,-5.0,-32.0,10.0,1421.0
Kenosha County,2020-06-23,7.0,2.0,-30.0,9.0,1424.0
Kenosha County,2020-06-24,7.0,4.0,-29.0,8.0,1436.0
Kenosha County,2020-06-25,9.0,6.0,-30.0,7.0,1440.0
Kenosha County,2020-06-26,-9.0,-6.0,-31.0,11.0,1450.0
Kenosha County,2020-06-27,7.0,17.0,-2.0,0.0,1468.0
Kenosha County,2020-06-28,18.0,5.0,-1.0,-1.0,1478.0
Kenosha County,2020-06-29,1.0,-4.0,-31.0,9.0,1490.0
Kenosha County,2020-06-30,13.0,7.0,-30.0,8.0,1503.0
Kenosha County,2020-07-01,14.0,12.0,-31.0,7.0,1522.0
Kenosha County,2020-07-02,22.0,20.0,-34.0,6.0,1531.0
Kenosha County,2020-07-03,12.0,20.0,-57.0,12.0,1547.0
Kenosha County,2020-07-04,-29.0,8.0,-27.0,1.0,1574.0
Kenosha County,2020-07-05,4.0,-4.0,-12.0,0.0,1586.0
Kenosha County,2020-07-06,10.0,2.0,-35.0,8.0,1592.0
Kenosha County,2020-07-07,6.0,2.0,-32.0,9.0,1610.0
Kenosha County,2020-07-08,6.0,3.0,-31.0,8.0,1628.0
Kenosha County,2020-07-09,3.0,1.0,-31.0,9.0,1666.0
Kenosha County,2020-07-10,-1.0,2.0,-31.0,8.0,1697.0
Kenosha County,2020-07-11,5.0,15.0,-4.0,0.0,1717.0
Kenosha County,2020-07-12,17.0,6.0,-4.0,0.0,1734.0
Kenosha County,2020-07-13,8.0,3.0,-31.0,7.0,1765.0
Kenosha County,2020-07-14,7.0,2.0,-31.0,8.0,1796.0
Kenosha County,2020-07-15,3.0,1.0,-31.0,10.0,1831.0
Kenosha County,2020-07-16,9.0,6.0,-30.0,7.0,1862.0
Kenosha County,2020-07-17,-3.0,1.0,-30.0,7.0,1893.0
Kenosha County,2020-07-18,1.0,8.0,-4.0,1.0,1933.0
Kenosha County,2020-07-19,10.0,1.0,-7.0,0.0,1986.0
Kenosha County,2020-07-20,9.0,-1.0,-31.0,7.0,2027.0
Kenosha County,2020-07-21,9.0,-1.0,-31.0,9.0,2082.0
Kenosha County,2020-07-22,7.0,2.0,-30.0,8.0,2102.0
Kenosha County,2020-07-23,8.0,3.0,-30.0,8.0,2144.0
Kenosha County,2020-07-24,-1.0,2.0,-31.0,7.0,2203.0
Kenosha County,2020-07-25,6.0,13.0,-4.0,0.0,2229.0
Kenosha County,2020-07-26,9.0,-1.0,-7.0,0.0,2245.0
Kenosha County,2020-07-27,7.0,2.0,-32.0,8.0,2292.0
Kenosha County,2020-07-28,7.0,0.0,-30.0,8.0,2305.0
Kenosha County,2020-07-29,5.0,1.0,-31.0,8.0,2341.0
Kenosha County,2020-07-30,5.0,2.0,-31.0,7.0,2374.0
Kenosha County,2020-07-31,-3.0,0.0,-31.0,7.0,2426.0
Kenosha County,2020-08-01,1.0,9.0,-5.0,0.0,2453.0
Kenosha County,2020-08-02,1.0,-7.0,-9.0,1.0,2474.0
Kenosha County,2020-08-03,3.0,2.0,-32.0,8.0,2499.0
Kenosha County,2020-08-04,4.0,2.0,-31.0,8.0,2517.0
Kenosha County,2020-08-05,4.0,3.0,-31.0,8.0,2561.0
Kenosha County,2020-08-06,3.0,2.0,-31.0,7.0,2597.0
Kenosha County,2020-08-07,-6.0,-3.0,-31.0,7.0,2609.0
Kenosha County,2020-08-08,1.0,9.0,-5.0,0.0,2659.0
Kenosha County,2020-08-09,3.0,0.0,-6.0,0.0,2667.0
Kenosha County,2020-08-10,-8.0,-7.0,-33.0,8.0,2681.0
Kenosha County,2020-08-11,6.0,4.0,-31.0,7.0,2692.0
Kenosha County,2020-08-12,3.0,3.0,-30.0,7.0,2699.0
Kenosha County,2020-08-13,2.0,1.0,-30.0,7.0,2718.0
Kenosha County,2020-08-14,-5.0,-3.0,-31.0,7.0,2734.0
Kenosha County,2020-08-15,-4.0,6.0,-6.0,0.0,2771.0
Kenosha County,2020-08-16,7.0,1.0,-8.0,-1.0,2780.0
Kenosha County,2020-08-17,1.0,-1.0,-32.0,7.0,2792.0
Kenosha County,2020-08-18,-2.0,-2.0,-30.0,7.0,2792.0
Kenosha County,2020-08-19,0.0,-2.0,-30.0,7.0,2813.0
Kenosha County,2020-08-20,0.0,1.0,-30.0,7.0,2843.0
Kenosha County,2020-08-21,-4.0,-3.0,-31.0,6.0,2852.0
Kenosha County,2020-08-22,3.0,11.0,-4.0,0.0,2871.0
Kenosha County,2020-08-23,6.0,-1.0,-5.0,-1.0,2873.0
Kenosha County,2020-08-24,-12.0,-11.0,-34.0,8.0,2874.0
Kenosha County,2020-08-25,-20.0,-18.0,-36.0,8.0,2894.0
Kenosha County,2020-08-26,-23.0,-17.0,-37.0,9.0,2912.0
Kenosha County,2020-08-27,-20.0,-16.0,-34.0,9.0,2920.0
Kenosha County,2020-08-28,-28.0,-20.0,-34.0,9.0,2929.0
Kenosha County,2020-08-29,-18.0,-4.0,-8.0,1.0,2939.0
Kenosha County,2020-08-30,-4.0,-9.0,-13.0,-1.0,2961.0
Kenosha County,2020-08-31,-12.0,-12.0,-33.0,8.0,2967.0
Kenosha County,2020-09-01,-16.0,-14.0,-33.0,9.0,2979.0
Kenosha County,2020-09-02,0.0,-8.0,-31.0,6.0,2991.0
Kenosha County,2020-09-03,-2.0,-6.0,-29.0,6.0,3013.0
Kenosha County,2020-09-04,-7.0,-9.0,-33.0,5.0,3024.0
Kenosha County,2020-09-05,-4.0,0.0,-12.0,-1.0,3039.0
Kenosha County,2020-09-06,-7.0,-12.0,-14.0,0.0,3052.0
Kenosha County,2020-09-07,4.0,-10.0,-74.0,16.0,3056.0
Kenosha County,2020-09-08,-14.0,-19.0,-34.0,9.0,3065.0
Kenosha County,2020-09-09,-8.0,-15.0,-31.0,8.0,3074.0
Kenosha County,2020-09-10,-9.0,-8.0,-30.0,7.0,3091.0
Kenosha County,2020-09-11,-13.0,-12.0,-31.0,6.0,3103.0
Kenosha County,2020-09-12,-6.0,1.0,-9.0,2.0,3122.0
Kenosha County,2020-09-13,0.0,-7.0,-9.0,-1.0,3136.0
Kenosha County,2020-09-14,-4.0,-6.0,-30.0,5.0,3150.0
Kenosha County,2020-09-15,-5.0,-4.0,-28.0,6.0,3166.0
Kenosha County,2020-09-16,-5.0,-11.0,-29.0,6.0,3183.0
Kenosha County,2020-09-17,-6.0,-4.0,-27.0,6.0,3206.0
Kenosha County,2020-09-18,-10.0,-8.0,-30.0,5.0,3216.0
Kenosha County,2020-09-19,-1.0,4.0,-6.0,-1.0,3257.0
Kenosha County,2020-09-20,1.0,-3.0,-8.0,-1.0,3281.0
Kenosha County,2020-09-21,-5.0,-6.0,-30.0,6.0,3299.0
Kenosha County,2020-09-22,-7.0,-7.0,-28.0,7.0,3308.0
Kenosha County,2020-09-23,-7.0,-9.0,-28.0,7.0,3334.0
Kenosha County,2020-09-24,-9.0,-4.0,-27.0,7.0,3387.0
Kenosha County,2020-09-25,-11.0,-8.0,-29.0,6.0,3428.0
Kenosha County,2020-09-26,-3.0,5.0,-7.0,0.0,3476.0
Kenosha County,2020-09-27,-5.0,-6.0,-10.0,0.0,3511.0
Kenosha County,2020-09-28,-10.0,-7.0,-30.0,7.0,3522.0
Kenosha County,2020-09-29,-9.0,-6.0,-27.0,7.0,3549.0
Kenosha County,2020-09-30,-8.0,-10.0,-29.0,7.0,3589.0
Kenosha County,2020-10-01,-8.0,-2.0,-26.0,7.0,3611.0
Kenosha County,2020-10-02,-10.0,-5.0,-29.0,6.0,3661.0
Kenosha County,2020-10-03,-2.0,6.0,-11.0,1.0,3688.0
Kenosha County,2020-10-04,0.0,1.0,-11.0,0.0,3708.0
Kenosha County,2020-10-05,-7.0,-4.0,-29.0,6.0,3751.0
Kenosha County,2020-10-06,-8.0,-4.0,-28.0,6.0,3780.0
Kenosha County,2020-10-07,-8.0,-7.0,-28.0,6.0,3818.0
Kenosha County,2020-10-08,-9.0,-4.0,-26.0,6.0,3875.0
Kenosha County,2020-10-09,-13.0,-10.0,-30.0,5.0,3916.0
Kenosha County,2020-10-10,-5.0,0.0,-9.0,0.0,3944.0
Kenosha County,2020-10-11,-2.0,-7.0,-11.0,0.0,3967.0
Kenosha County,2020-10-12,-11.0,-7.0,-32.0,8.0,4000.0
Kenosha County,2020-10-13,-10.0,-8.0,-28.0,7.0,4057.0
Kenosha County,2020-10-14,-8.0,-9.0,-28.0,8.0,4140.0
Kenosha County,2020-10-15,-9.0,-3.0,-25.0,7.0,4194.0
Kenosha County,2020-10-16,-13.0,-10.0,-28.0,7.0,4266.0
Kenosha County,2020-10-17,-5.0,0.0,-9.0,2.0,4266.0
Kenosha County,2020-10-18,-18.0,-14.0,-14.0,3.0,4266.0
Kenosha County,2020-10-19,-13.0,-10.0,-28.0,7.0,4908.0
Kenosha County,2020-10-20,-13.0,-9.0,-28.0,8.0,4964.0
Kenosha County,2020-10-21,-10.0,-12.0,-28.0,8.0,5048.0
Kenosha County,2020-10-22,-15.0,-7.0,-26.0,9.0,5102.0
Kenosha County,2020-10-23,-16.0,-13.0,-32.0,9.0,5165.0
Kenosha County,2020-10-24,-8.0,1.0,-10.0,1.0,5223.0
Kenosha County,2020-10-25,-15.0,-14.0,-14.0,2.0,5355.0
Kenosha County,2020-10-26,-12.0,-7.0,-28.0,8.0,5458.0
Kenosha County,2020-10-27,-13.0,-9.0,-28.0,8.0,5478.0
Kenosha County,2020-10-28,-11.0,-10.0,-29.0,8.0,5646.0
Kenosha County,2020-10-29,-12.0,-5.0,-27.0,8.0,5782.0
Kenosha County,2020-10-30,-12.0,-3.0,-32.0,8.0,5873.0
Kenosha County,2020-10-31,-12.0,0.0,-11.0,2.0,5944.0
Kenosha County,2020-11-01,-16.0,-13.0,-14.0,3.0,6136.0
Kenosha County,2020-11-02,-12.0,-7.0,-30.0,7.0,6167.0
Kenosha County,2020-11-03,-1.0,-5.0,-30.0,8.0,6381.0
Kenosha County,2020-11-04,-15.0,-17.0,-30.0,9.0,6496.0
Kenosha County,2020-11-05,-15.0,-10.0,-27.0,9.0,6709.0
Kenosha County,2020-11-06,-15.0,-15.0,-30.0,9.0,6831.0
