sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Kenosha County,2020-11-07,-7.0,-5.0,-9.0,2.0,6909.0
Kenosha County,2020-11-08,-11.0,-14.0,-13.0,2.0,7071.0
Kenosha County,2020-11-09,-13.0,-10.0,-30.0,8.0,7174.0
Kenosha County,2020-11-10,-20.0,-17.0,-30.0,10.0,7385.0
Kenosha County,2020-11-11,-7.0,-11.0,-33.0,10.0,7616.0
Kenosha County,2020-11-12,-14.0,-9.0,-28.0,10.0,7871.0
Kenosha County,2020-11-13,-16.0,-13.0,-31.0,10.0,7923.0
Kenosha County,2020-11-14,-11.0,-5.0,-8.0,5.0,8042.0
Kenosha County,2020-11-15,-22.0,-19.0,-18.0,5.0,8151.0
La Crosse County,2020-02-15,8.0,2.0,3.0,-1.0,0.0
La Crosse County,2020-02-16,8.0,5.0,6.0,-1.0,0.0
La Crosse County,2020-02-17,-6.0,-2.0,-3.0,2.0,0.0
La Crosse County,2020-02-18,-6.0,-2.0,3.0,-1.0,0.0
La Crosse County,2020-02-19,-1.0,-1.0,2.0,0.0,0.0
La Crosse County,2020-02-20,-3.0,1.0,1.0,0.0,0.0
La Crosse County,2020-02-21,2.0,4.0,2.0,0.0,0.0
La Crosse County,2020-02-22,5.0,9.0,5.0,-2.0,0.0
La Crosse County,2020-02-23,12.0,17.0,6.0,-2.0,0.0
La Crosse County,2020-02-24,0.0,9.0,3.0,0.0,0.0
La Crosse County,2020-02-25,2.0,9.0,3.0,-1.0,0.0
La Crosse County,2020-02-26,6.0,8.0,3.0,-1.0,0.0
La Crosse County,2020-02-27,4.0,10.0,2.0,-1.0,0.0
La Crosse County,2020-02-28,6.0,7.0,1.0,0.0,0.0
La Crosse County,2020-02-29,9.0,12.0,5.0,-2.0,0.0
La Crosse County,2020-03-01,12.0,19.0,7.0,-3.0,0.0
La Crosse County,2020-03-02,2.0,9.0,4.0,-1.0,0.0
La Crosse County,2020-03-03,6.0,16.0,2.0,-1.0,0.0
La Crosse County,2020-03-04,8.0,13.0,3.0,-1.0,0.0
La Crosse County,2020-03-05,2.0,8.0,2.0,1.0,0.0
La Crosse County,2020-03-06,5.0,13.0,-2.0,0.0,0.0
La Crosse County,2020-03-07,12.0,14.0,6.0,-2.0,0.0
La Crosse County,2020-03-08,14.0,24.0,5.0,-3.0,0.0
La Crosse County,2020-03-09,0.0,7.0,0.0,1.0,0.0
La Crosse County,2020-03-10,5.0,15.0,3.0,-1.0,0.0
La Crosse County,2020-03-11,5.0,17.0,3.0,0.0,0.0
La Crosse County,2020-03-12,3.0,28.0,1.0,1.0,0.0
La Crosse County,2020-03-13,1.0,30.0,-2.0,2.0,0.0
La Crosse County,2020-03-14,-6.0,20.0,3.0,3.0,0.0
La Crosse County,2020-03-15,-7.0,15.0,-1.0,2.0,0.0
La Crosse County,2020-03-16,-10.0,25.0,-5.0,3.0,0.0
La Crosse County,2020-03-17,-18.0,25.0,-13.0,6.0,0.0
La Crosse County,2020-03-18,-39.0,9.0,-26.0,13.0,2.0
La Crosse County,2020-03-19,-47.0,-7.0,-34.0,18.0,4.0
La Crosse County,2020-03-20,-47.0,-4.0,-35.0,19.0,4.0
La Crosse County,2020-03-21,-54.0,-13.0,-26.0,14.0,5.0
La Crosse County,2020-03-22,-50.0,-19.0,-26.0,11.0,5.0
La Crosse County,2020-03-23,-41.0,-5.0,-37.0,16.0,5.0
La Crosse County,2020-03-24,-53.0,-20.0,-43.0,19.0,5.0
La Crosse County,2020-03-25,-60.0,-28.0,-48.0,22.0,10.0
La Crosse County,2020-03-26,-56.0,-24.0,-49.0,23.0,12.0
La Crosse County,2020-03-27,-54.0,-25.0,-48.0,24.0,14.0
La Crosse County,2020-03-28,-62.0,-29.0,-36.0,18.0,15.0
La Crosse County,2020-03-29,-56.0,-28.0,-35.0,13.0,15.0
La Crosse County,2020-03-30,-47.0,-20.0,-47.0,18.0,16.0
La Crosse County,2020-03-31,-49.0,-21.0,-49.0,20.0,19.0
La Crosse County,2020-04-01,-47.0,-14.0,-48.0,20.0,19.0
La Crosse County,2020-04-02,-51.0,-15.0,-49.0,21.0,19.0
La Crosse County,2020-04-03,-55.0,-21.0,-48.0,26.0,19.0
La Crosse County,2020-04-04,-57.0,-19.0,-36.0,16.0,19.0
La Crosse County,2020-04-05,-50.0,-17.0,-33.0,11.0,21.0
La Crosse County,2020-04-06,-49.0,-19.0,-46.0,19.0,22.0
La Crosse County,2020-04-07,-48.0,-14.0,-49.0,20.0,22.0
La Crosse County,2020-04-08,-49.0,-17.0,-49.0,22.0,22.0
La Crosse County,2020-04-09,-48.0,-10.0,-50.0,22.0,23.0
La Crosse County,2020-04-10,-48.0,-10.0,-53.0,24.0,25.0
La Crosse County,2020-04-11,-53.0,-10.0,-36.0,14.0,25.0
La Crosse County,2020-04-12,-77.0,-52.0,-42.0,14.0,25.0
La Crosse County,2020-04-13,-51.0,-28.0,-47.0,21.0,25.0
La Crosse County,2020-04-14,-49.0,-21.0,-47.0,22.0,25.0
La Crosse County,2020-04-15,-41.0,-15.0,-48.0,21.0,25.0
La Crosse County,2020-04-16,-41.0,-13.0,-47.0,22.0,25.0
La Crosse County,2020-04-17,-45.0,-18.0,-46.0,23.0,25.0
La Crosse County,2020-04-18,-46.0,-15.0,-31.0,12.0,25.0
La Crosse County,2020-04-19,-40.0,-16.0,-30.0,10.0,25.0
La Crosse County,2020-04-20,-41.0,-22.0,-45.0,19.0,25.0
La Crosse County,2020-04-21,-41.0,-15.0,-46.0,19.0,26.0
La Crosse County,2020-04-22,-38.0,-11.0,-46.0,18.0,25.0
La Crosse County,2020-04-23,-42.0,-14.0,-46.0,20.0,25.0
La Crosse County,2020-04-24,-42.0,-16.0,-45.0,21.0,25.0
La Crosse County,2020-04-25,-44.0,-12.0,-29.0,11.0,26.0
La Crosse County,2020-04-26,-34.0,-11.0,-30.0,7.0,26.0
La Crosse County,2020-04-27,-36.0,-14.0,-43.0,17.0,26.0
La Crosse County,2020-04-28,-40.0,-13.0,-45.0,13.0,27.0
La Crosse County,2020-04-29,-37.0,-7.0,-46.0,19.0,27.0
La Crosse County,2020-04-30,-34.0,-1.0,-45.0,17.0,28.0
La Crosse County,2020-05-01,-36.0,1.0,-44.0,18.0,28.0
La Crosse County,2020-05-02,-40.0,2.0,-27.0,8.0,29.0
La Crosse County,2020-05-03,-31.0,1.0,-25.0,6.0,29.0
La Crosse County,2020-05-04,-31.0,0.0,-42.0,15.0,31.0
La Crosse County,2020-05-05,-32.0,9.0,-43.0,18.0,32.0
La Crosse County,2020-05-06,-33.0,5.0,-43.0,16.0,32.0
La Crosse County,2020-05-07,-33.0,7.0,-43.0,17.0,32.0
La Crosse County,2020-05-08,-35.0,7.0,-41.0,19.0,32.0
La Crosse County,2020-05-09,-38.0,9.0,-25.0,9.0,32.0
La Crosse County,2020-05-10,-34.0,-4.0,-26.0,8.0,33.0
La Crosse County,2020-05-11,-32.0,0.0,-40.0,15.0,32.0
La Crosse County,2020-05-12,-31.0,4.0,-41.0,15.0,34.0
La Crosse County,2020-05-13,-31.0,3.0,-41.0,16.0,34.0
La Crosse County,2020-05-14,-30.0,7.0,-41.0,16.0,37.0
La Crosse County,2020-05-15,-32.0,5.0,-41.0,15.0,42.0
La Crosse County,2020-05-16,-34.0,2.0,-23.0,7.0,44.0
La Crosse County,2020-05-17,-33.0,-7.0,-25.0,9.0,45.0
La Crosse County,2020-05-18,-23.0,5.0,-37.0,14.0,45.0
La Crosse County,2020-05-19,-24.0,9.0,-38.0,14.0,47.0
La Crosse County,2020-05-20,-15.0,14.0,-38.0,12.0,47.0
La Crosse County,2020-05-21,-18.0,15.0,-39.0,14.0,47.0
La Crosse County,2020-05-22,-21.0,11.0,-39.0,13.0,48.0
La Crosse County,2020-05-23,-26.0,3.0,-17.0,7.0,48.0
La Crosse County,2020-05-24,-10.0,12.0,-19.0,2.0,47.0
La Crosse County,2020-05-25,-17.0,4.0,-76.0,18.0,48.0
La Crosse County,2020-05-26,-15.0,13.0,-36.0,13.0,51.0
La Crosse County,2020-05-27,-12.0,15.0,-34.0,13.0,51.0
La Crosse County,2020-05-28,-13.0,15.0,-35.0,14.0,51.0
La Crosse County,2020-05-29,-18.0,9.0,-33.0,12.0,53.0
La Crosse County,2020-05-30,-21.0,11.0,-5.0,3.0,53.0
La Crosse County,2020-05-31,-10.0,12.0,-3.0,1.0,53.0
La Crosse County,2020-06-01,-6.0,19.0,-31.0,10.0,53.0
La Crosse County,2020-06-02,-13.0,14.0,-33.0,12.0,55.0
La Crosse County,2020-06-03,-4.0,22.0,-33.0,10.0,58.0
La Crosse County,2020-06-04,-7.0,22.0,-33.0,11.0,64.0
La Crosse County,2020-06-05,-12.0,16.0,-34.0,10.0,68.0
La Crosse County,2020-06-06,-20.0,12.0,-8.0,2.0,68.0
La Crosse County,2020-06-07,-7.0,14.0,-9.0,1.0,69.0
La Crosse County,2020-06-08,-4.0,19.0,-32.0,9.0,70.0
La Crosse County,2020-06-09,-15.0,6.0,-33.0,13.0,77.0
La Crosse County,2020-06-10,-3.0,15.0,-32.0,12.0,81.0
La Crosse County,2020-06-11,-7.0,21.0,-31.0,10.0,94.0
La Crosse County,2020-06-12,-13.0,14.0,-32.0,9.0,100.0
La Crosse County,2020-06-13,-18.0,11.0,-6.0,1.0,110.0
La Crosse County,2020-06-14,-6.0,13.0,-3.0,0.0,116.0
La Crosse County,2020-06-15,-6.0,16.0,-31.0,9.0,123.0
La Crosse County,2020-06-16,-7.0,20.0,-32.0,10.0,132.0
La Crosse County,2020-06-17,-7.0,21.0,-33.0,10.0,152.0
La Crosse County,2020-06-18,-13.0,18.0,-34.0,11.0,179.0
La Crosse County,2020-06-19,-20.0,8.0,-34.0,13.0,203.0
La Crosse County,2020-06-20,-26.0,9.0,-9.0,6.0,229.0
La Crosse County,2020-06-21,-16.0,8.0,-3.0,0.0,250.0
La Crosse County,2020-06-22,-16.0,6.0,-35.0,12.0,274.0
La Crosse County,2020-06-23,-13.0,15.0,-34.0,11.0,294.0
La Crosse County,2020-06-24,-12.0,14.0,-33.0,11.0,316.0
La Crosse County,2020-06-25,-14.0,17.0,-35.0,10.0,343.0
La Crosse County,2020-06-26,-20.0,9.0,-35.0,13.0,371.0
La Crosse County,2020-06-27,-30.0,7.0,-8.0,2.0,396.0
La Crosse County,2020-06-28,-16.0,7.0,-6.0,1.0,403.0
La Crosse County,2020-06-29,-12.0,12.0,-32.0,10.0,404.0
La Crosse County,2020-06-30,-10.0,22.0,-33.0,10.0,432.0
La Crosse County,2020-07-01,-6.0,22.0,-34.0,10.0,455.0
La Crosse County,2020-07-02,-5.0,36.0,-37.0,9.0,492.0
La Crosse County,2020-07-03,-17.0,18.0,-59.0,13.0,497.0
La Crosse County,2020-07-04,-46.0,-3.0,-24.0,2.0,510.0
La Crosse County,2020-07-05,-22.0,2.0,-12.0,0.0,515.0
La Crosse County,2020-07-06,-9.0,17.0,-36.0,10.0,519.0
La Crosse County,2020-07-07,-13.0,17.0,-34.0,11.0,524.0
La Crosse County,2020-07-08,-9.0,20.0,-34.0,11.0,540.0
La Crosse County,2020-07-09,-19.0,13.0,-35.0,13.0,556.0
La Crosse County,2020-07-10,-17.0,18.0,-34.0,9.0,565.0
La Crosse County,2020-07-11,-27.0,8.0,-9.0,4.0,582.0
La Crosse County,2020-07-12,-16.0,13.0,-7.0,0.0,586.0
La Crosse County,2020-07-13,-10.0,18.0,-33.0,8.0,591.0
La Crosse County,2020-07-14,-13.0,16.0,-35.0,11.0,611.0
La Crosse County,2020-07-15,-9.0,22.0,-34.0,10.0,618.0
La Crosse County,2020-07-16,-10.0,24.0,-33.0,10.0,628.0
La Crosse County,2020-07-17,-18.0,17.0,-34.0,10.0,646.0
La Crosse County,2020-07-18,-27.0,10.0,-7.0,4.0,660.0
La Crosse County,2020-07-19,-16.0,12.0,-9.0,0.0,667.0
La Crosse County,2020-07-20,-10.0,15.0,-33.0,9.0,674.0
La Crosse County,2020-07-21,-10.0,16.0,-33.0,11.0,685.0
La Crosse County,2020-07-22,-9.0,18.0,-32.0,9.0,685.0
La Crosse County,2020-07-23,-12.0,22.0,-33.0,9.0,697.0
La Crosse County,2020-07-24,-17.0,17.0,-34.0,10.0,715.0
La Crosse County,2020-07-25,-26.0,8.0,-9.0,3.0,725.0
La Crosse County,2020-07-26,-14.0,11.0,-11.0,2.0,735.0
La Crosse County,2020-07-27,-8.0,19.0,-33.0,8.0,754.0
La Crosse County,2020-07-28,-9.0,17.0,-33.0,9.0,759.0
La Crosse County,2020-07-29,-9.0,23.0,-33.0,9.0,762.0
La Crosse County,2020-07-30,-11.0,33.0,-33.0,9.0,775.0
La Crosse County,2020-07-31,-16.0,23.0,-34.0,8.0,788.0
La Crosse County,2020-08-01,-27.0,12.0,-7.0,1.0,795.0
La Crosse County,2020-08-02,-13.0,15.0,-8.0,1.0,821.0
La Crosse County,2020-08-03,-6.0,28.0,-33.0,8.0,825.0
La Crosse County,2020-08-04,-9.0,25.0,-34.0,9.0,836.0
La Crosse County,2020-08-05,-7.0,28.0,-33.0,9.0,854.0
La Crosse County,2020-08-06,-9.0,30.0,-34.0,9.0,881.0
La Crosse County,2020-08-07,-18.0,18.0,-35.0,9.0,889.0
La Crosse County,2020-08-08,-24.0,9.0,-12.0,2.0,896.0
La Crosse County,2020-08-09,-13.0,15.0,-10.0,1.0,908.0
La Crosse County,2020-08-10,-10.0,21.0,-34.0,9.0,914.0
La Crosse County,2020-08-11,-8.0,25.0,-34.0,8.0,921.0
La Crosse County,2020-08-12,-8.0,23.0,-34.0,9.0,932.0
La Crosse County,2020-08-13,-10.0,27.0,-34.0,8.0,945.0
La Crosse County,2020-08-14,-16.0,19.0,-36.0,8.0,951.0
La Crosse County,2020-08-15,-24.0,9.0,-10.0,1.0,959.0
La Crosse County,2020-08-16,-13.0,13.0,-8.0,-1.0,967.0
La Crosse County,2020-08-17,-9.0,0.3,-34.0,8.0,973.0
La Crosse County,2020-08-18,-10.0,1.0,-34.0,8.0,973.0
La Crosse County,2020-08-19,-8.0,1.4,-34.0,8.0,987.0
La Crosse County,2020-08-20,-12.0,2.7,-34.0,8.0,1008.0
La Crosse County,2020-08-21,-16.0,14.0,-36.0,8.0,1016.0
La Crosse County,2020-08-22,-22.0,11.0,-4.333333333333333,2.0,1030.0
La Crosse County,2020-08-23,-13.0,10.0,-6.111111111111111,-1.0,1038.0
La Crosse County,2020-08-24,-11.0,-1.1,-34.0,8.0,1047.0
La Crosse County,2020-08-25,-12.0,-2.2,-35.0,9.0,1060.0
La Crosse County,2020-08-26,-11.0,-0.3,-34.0,8.0,1077.0
La Crosse County,2020-08-27,-13.0,0.1,-33.0,9.0,1109.0
La Crosse County,2020-08-28,-16.0,11.0,-35.0,10.0,1133.0
La Crosse County,2020-08-29,-21.0,9.0,-4.0,0.0,1156.0
La Crosse County,2020-08-30,-12.0,12.0,-6.222222222222222,-2.0,1177.0
La Crosse County,2020-08-31,-11.0,-0.8,-34.0,8.0,1182.0
La Crosse County,2020-09-01,-11.0,1.3,-34.0,9.0,1202.0
La Crosse County,2020-09-02,-10.0,1.3,-33.0,7.0,1208.0
La Crosse County,2020-09-03,-9.0,5.4,-34.0,8.0,1239.0
La Crosse County,2020-09-04,-13.0,18.0,-36.0,7.0,1286.0
La Crosse County,2020-09-05,-22.0,14.0,-11.11111111111111,0.0,1312.0
La Crosse County,2020-09-06,-4.0,14.0,-12.666666666666666,-1.0,1326.0
La Crosse County,2020-09-07,-11.0,-5.1,-74.0,15.0,1337.0
La Crosse County,2020-09-08,-18.0,-4.9,-37.0,10.0,1351.0
La Crosse County,2020-09-09,-16.0,7.0,-35.0,10.0,1370.0
La Crosse County,2020-09-10,-16.0,-2.6,-36.0,9.0,1445.0
La Crosse County,2020-09-11,-20.0,6.0,-35.0,9.0,1523.0
La Crosse County,2020-09-12,-21.0,7.0,-13.0,4.0,1625.0
La Crosse County,2020-09-13,-19.0,4.0,-14.0,0.0,1754.0
La Crosse County,2020-09-14,-13.0,13.0,-32.0,7.0,1799.0
La Crosse County,2020-09-15,-15.0,13.0,-32.0,8.0,1889.0
La Crosse County,2020-09-16,-14.0,11.0,-33.0,7.0,2011.0
La Crosse County,2020-09-17,-16.0,11.0,-33.0,8.0,2121.0
La Crosse County,2020-09-18,-18.0,11.0,-34.0,8.0,2375.0
La Crosse County,2020-09-19,-22.0,8.0,-11.0,1.0,2475.0
La Crosse County,2020-09-20,-20.0,3.0,-13.0,1.0,2568.0
La Crosse County,2020-09-21,-17.0,9.0,-33.0,8.0,2622.0
La Crosse County,2020-09-22,-17.0,12.0,-31.0,8.0,2698.0
La Crosse County,2020-09-23,-19.0,10.0,-32.0,9.0,2785.0
La Crosse County,2020-09-24,-22.0,6.0,-32.0,11.0,2838.0
La Crosse County,2020-09-25,-23.0,8.0,-32.0,9.0,2946.0
La Crosse County,2020-09-26,-27.0,5.0,-8.0,2.0,2990.0
La Crosse County,2020-09-27,-21.0,4.0,-10.0,2.0,3047.0
La Crosse County,2020-09-28,-18.0,9.0,-33.0,9.0,3055.0
La Crosse County,2020-09-29,-18.0,14.0,-31.0,9.0,3095.0
La Crosse County,2020-09-30,-18.0,9.0,-32.0,10.0,3130.0
La Crosse County,2020-10-01,-17.0,13.0,-31.0,10.0,3205.0
La Crosse County,2020-10-02,-19.0,10.0,-31.0,9.0,3245.0
La Crosse County,2020-10-03,-23.0,9.0,-11.0,3.0,3284.0
La Crosse County,2020-10-04,-18.0,3.0,-11.0,1.0,3299.0
La Crosse County,2020-10-05,-16.0,11.0,-31.0,8.0,3336.0
La Crosse County,2020-10-06,-18.0,10.0,-32.0,8.0,3373.0
La Crosse County,2020-10-07,-17.0,13.0,-31.0,8.0,3399.0
La Crosse County,2020-10-08,-18.0,13.0,-31.0,8.0,3441.0
La Crosse County,2020-10-09,-21.0,10.0,-33.0,7.0,3486.0
La Crosse County,2020-10-10,-23.0,6.0,-10.0,1.0,3516.0
La Crosse County,2020-10-11,-18.0,7.0,-9.0,0.0,3535.0
La Crosse County,2020-10-12,-17.0,7.0,-34.0,10.0,3566.0
La Crosse County,2020-10-13,-19.0,9.0,-30.0,8.0,3587.0
La Crosse County,2020-10-14,-18.0,10.0,-31.0,9.0,3605.0
La Crosse County,2020-10-15,-17.0,14.0,-31.0,10.0,3657.0
La Crosse County,2020-10-16,-18.0,8.0,-32.0,10.0,3718.0
La Crosse County,2020-10-17,-20.0,8.0,-9.0,4.0,3718.0
La Crosse County,2020-10-18,-20.0,2.0,-10.0,3.0,3718.0
La Crosse County,2020-10-19,-19.0,8.0,-31.0,9.0,3972.0
La Crosse County,2020-10-20,-22.0,6.0,-31.0,11.0,4022.0
La Crosse County,2020-10-21,-19.0,8.0,-30.0,10.0,4064.0
La Crosse County,2020-10-22,-23.0,2.0,-31.0,12.0,4118.0
La Crosse County,2020-10-23,-20.0,5.0,-31.0,11.0,4143.0
La Crosse County,2020-10-24,-19.0,7.0,-8.0,4.0,4185.0
La Crosse County,2020-10-25,-28.0,-7.0,-12.0,5.0,4241.0
La Crosse County,2020-10-26,-19.0,5.0,-31.0,10.0,4262.0
La Crosse County,2020-10-27,-16.0,11.0,-30.0,10.0,4347.0
La Crosse County,2020-10-28,-18.0,12.0,-30.0,10.0,4417.0
La Crosse County,2020-10-29,-18.0,9.0,-31.0,11.0,4527.0
La Crosse County,2020-10-30,-18.0,8.0,-32.0,11.0,4637.0
La Crosse County,2020-10-31,-26.0,7.0,-11.0,4.0,4714.0
La Crosse County,2020-11-01,-25.0,-4.0,-15.0,5.0,4772.0
La Crosse County,2020-11-02,-22.0,6.0,-31.0,10.0,4800.0
La Crosse County,2020-11-03,-18.0,12.0,-32.0,9.0,4905.0
La Crosse County,2020-11-04,-23.0,5.0,-32.0,11.0,5080.0
La Crosse County,2020-11-05,-23.0,6.0,-32.0,11.0,5204.0
La Crosse County,2020-11-06,-23.0,1.0,-33.0,12.0,5343.0
La Crosse County,2020-11-07,-26.0,0.0,-9.0,5.0,5560.0
La Crosse County,2020-11-08,-19.0,0.0,-11.0,3.0,5639.0
La Crosse County,2020-11-09,-21.0,7.0,-32.0,10.0,5704.0
La Crosse County,2020-11-10,-25.0,1.0,-32.0,14.0,5802.0
La Crosse County,2020-11-11,-15.0,11.0,-34.0,12.0,6025.0
La Crosse County,2020-11-12,-26.0,1.0,-33.0,13.0,6214.0
La Crosse County,2020-11-13,-25.0,1.0,-33.0,15.0,6399.0
La Crosse County,2020-11-14,-28.0,-1.0,-9.0,8.0,6454.0
La Crosse County,2020-11-15,-30.0,-9.0,-14.0,7.0,6514.0
Manitowoc County,2020-02-15,10.0,3.0,0.0,0.0,0.0
Manitowoc County,2020-02-16,11.0,2.0,1.0,0.0,0.0
Manitowoc County,2020-02-17,-6.0,-3.0,-1.0,2.0,0.0
Manitowoc County,2020-02-18,-3.0,-6.0,0.0,0.0,0.0
Manitowoc County,2020-02-19,-1.0,-2.0,1.0,0.0,0.0
Manitowoc County,2020-02-20,2.0,-3.0,3.0,0.0,0.0
Manitowoc County,2020-02-21,3.0,-6.0,-6.0,1.0,0.0
Manitowoc County,2020-02-22,11.0,8.0,5.0,-2.0,0.0
Manitowoc County,2020-02-23,12.0,4.0,2.0,-1.0,0.0
Manitowoc County,2020-02-24,1.0,2.0,2.0,0.0,0.0
Manitowoc County,2020-02-25,2.0,-3.0,1.0,0.0,0.0
Manitowoc County,2020-02-26,1.0,-2.0,2.0,0.0,0.0
Manitowoc County,2020-02-27,3.0,-4.0,2.0,0.0,0.0
Manitowoc County,2020-02-28,6.0,-5.0,1.0,0.0,0.0
Manitowoc County,2020-02-29,9.0,1.0,-1.0,-2.0,0.0
Manitowoc County,2020-03-01,18.0,7.0,2.0,-2.0,0.0
Manitowoc County,2020-03-02,6.0,0.0,3.0,-1.0,0.0
Manitowoc County,2020-03-03,7.0,5.0,-2.0,0.0,0.0
Manitowoc County,2020-03-04,8.0,2.0,2.0,-1.0,0.0
Manitowoc County,2020-03-05,2.0,-1.0,2.0,0.0,0.0
Manitowoc County,2020-03-06,4.0,-2.0,2.0,0.0,0.0
Manitowoc County,2020-03-07,13.0,3.0,-1.0,-1.0,0.0
Manitowoc County,2020-03-08,17.0,11.0,1.0,-2.0,0.0
Manitowoc County,2020-03-09,-2.0,-3.0,2.0,1.0,0.0
Manitowoc County,2020-03-10,5.0,2.0,0.0,0.0,0.0
Manitowoc County,2020-03-11,1.0,0.0,0.0,0.0,0.0
Manitowoc County,2020-03-12,6.0,12.0,1.0,0.0,0.0
Manitowoc County,2020-03-13,7.0,19.0,-5.0,1.0,0.0
Manitowoc County,2020-03-14,3.0,28.0,4.0,2.0,0.0
Manitowoc County,2020-03-15,-1.0,17.0,5.0,2.0,0.0
Manitowoc County,2020-03-16,-5.0,24.0,-7.0,3.0,0.0
Manitowoc County,2020-03-17,-17.0,18.0,-14.0,6.0,0.0
Manitowoc County,2020-03-18,-36.0,4.0,-20.0,10.0,0.0
Manitowoc County,2020-03-19,-36.0,2.0,-22.0,12.0,0.0
Manitowoc County,2020-03-20,-40.0,7.0,-23.0,14.0,0.0
Manitowoc County,2020-03-21,-46.0,3.0,-12.0,11.0,0.0
Manitowoc County,2020-03-22,-48.0,-13.0,-18.0,10.470588235294118,0.0
Manitowoc County,2020-03-23,-34.0,-2.0,-24.0,11.0,0.0
Manitowoc County,2020-03-24,-48.0,-18.0,-30.0,14.0,0.0
Manitowoc County,2020-03-25,-53.0,-22.0,-32.0,16.0,0.0
Manitowoc County,2020-03-26,-48.0,-20.0,-32.0,17.0,0.0
Manitowoc County,2020-03-27,-47.0,-20.0,-31.0,18.0,0.0
Manitowoc County,2020-03-28,-54.0,-21.0,-19.0,15.0,0.0
Manitowoc County,2020-03-29,-51.0,-19.0,-21.0,12.75,0.0
Manitowoc County,2020-03-30,-43.0,-19.0,-32.0,15.0,0.0
Manitowoc County,2020-03-31,-44.0,-18.0,-34.0,17.0,0.0
Manitowoc County,2020-04-01,-40.0,-15.0,-34.0,15.0,0.0
Manitowoc County,2020-04-02,-40.0,-15.0,-34.0,16.0,0.0
Manitowoc County,2020-04-03,-40.0,-17.0,-36.0,18.0,0.0
Manitowoc County,2020-04-04,-50.0,-11.0,-23.0,13.0,1.0
Manitowoc County,2020-04-05,-45.0,-14.0,-25.0,10.1875,3.0
Manitowoc County,2020-04-06,-43.0,-20.0,-36.0,15.0,3.0
Manitowoc County,2020-04-07,-43.0,-21.0,-38.0,16.0,3.0
Manitowoc County,2020-04-08,-46.0,-18.0,-39.0,16.0,3.0
Manitowoc County,2020-04-09,-46.0,-14.0,-39.0,18.0,4.0
Manitowoc County,2020-04-10,-44.0,-12.0,-45.0,21.0,3.0
Manitowoc County,2020-04-11,-42.0,3.0,-28.0,12.0,3.0
Manitowoc County,2020-04-12,-72.0,-41.0,-36.0,12.666666666666666,3.0
Manitowoc County,2020-04-13,-42.0,-23.0,-37.0,17.0,3.0
Manitowoc County,2020-04-14,-43.0,-19.0,-37.0,18.0,4.0
Manitowoc County,2020-04-15,-34.0,-11.0,-37.0,16.0,4.0
Manitowoc County,2020-04-16,-34.0,-10.0,-36.0,17.0,5.0
Manitowoc County,2020-04-17,-38.0,-16.0,-37.0,18.0,5.0
Manitowoc County,2020-04-18,-36.0,-4.0,-22.0,11.0,6.0
Manitowoc County,2020-04-19,-35.0,-9.0,-27.0,9.235294117647058,6.0
Manitowoc County,2020-04-20,-35.0,-13.0,-35.0,15.0,7.0
Manitowoc County,2020-04-21,-36.0,-16.0,-37.0,16.0,7.0
Manitowoc County,2020-04-22,-40.0,-9.0,-35.0,16.0,7.0
Manitowoc County,2020-04-23,-39.0,-12.0,-37.0,17.0,7.0
Manitowoc County,2020-04-24,-39.0,-14.0,-36.0,17.0,9.0
Manitowoc County,2020-04-25,-36.0,-3.0,-21.0,11.0,9.0
Manitowoc County,2020-04-26,-25.0,0.0,-23.0,7.0,10.0
Manitowoc County,2020-04-27,-34.0,-13.0,-33.0,15.0,11.0
Manitowoc County,2020-04-28,-35.0,-7.0,-35.0,10.0,11.0
Manitowoc County,2020-04-29,-39.0,-14.0,-35.0,17.0,11.0
Manitowoc County,2020-04-30,-31.0,-3.0,-35.0,15.0,11.0
Manitowoc County,2020-05-01,-30.0,-2.0,-35.0,14.0,11.0
Manitowoc County,2020-05-02,-31.0,4.0,-24.0,7.0,13.0
Manitowoc County,2020-05-03,-23.0,-1.0,-22.0,5.222222222222222,13.0
Manitowoc County,2020-05-04,-29.0,-11.0,-31.0,12.0,14.0
Manitowoc County,2020-05-05,-29.0,0.0,-32.0,14.0,16.0
Manitowoc County,2020-05-06,-29.0,-1.0,-32.0,12.0,17.0
Manitowoc County,2020-05-07,-29.0,1.0,-33.0,13.0,17.0
Manitowoc County,2020-05-08,-32.0,-1.0,-33.0,15.0,17.0
Manitowoc County,2020-05-09,-31.0,18.0,-14.0,7.0,19.0
Manitowoc County,2020-05-10,-35.0,11.0,-14.0,7.611111111111111,19.0
Manitowoc County,2020-05-11,-26.0,-7.0,-29.0,12.0,19.0
Manitowoc County,2020-05-12,-29.0,-3.0,-32.0,13.0,20.0
Manitowoc County,2020-05-13,-23.0,-1.0,-32.0,12.0,20.0
Manitowoc County,2020-05-14,-23.0,-8.0,-32.0,14.0,20.0
Manitowoc County,2020-05-15,-24.0,-2.0,-32.0,11.0,21.0
Manitowoc County,2020-05-16,-22.0,5.0,-16.0,6.0,21.0
Manitowoc County,2020-05-17,-36.0,-14.0,-20.0,8.777777777777779,22.0
Manitowoc County,2020-05-18,-23.0,-13.0,-28.0,13.0,22.0
